,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Interested in Math
672,3,1,4,3,1,5,5,3,3,few hours a day,4,28,1,female,city,FALSE
673,4,1,4,3,1,5,4,4,3,less than an hour a day,4,22,2,female,city,FALSE
674,5,1,4,1,3,3,1,2,4,less than an hour a day,3,18,1,male,city,FALSE
675,5,3,5,3,2,2,4,3,4,most of the day,3,25,1,female,city,FALSE
676,5,2,5,3,1,3,3,2,3,few hours a day,3,20,2,female,city,FALSE
677,4,1,5,5,4,5,1,1,3,few hours a day,2,28,1,female,city,TRUE
678,5,1,3,5,2,5,3,4,4,few hours a day,3,23,1,female,city,FALSE
679,5,3,5,3,1,5,1,3,4,few hours a day,4,21,0,female,city,FALSE
680,5,5,5,4,3,5,5,3,3,few hours a day,3,25,1,female,city,FALSE
681,5,4,4,3,2,3,5,3,3,few hours a day,3,28,1,female,city,FALSE
682,4,5,5,3,4,5,2,3,3,few hours a day,1,19,4,male,village,TRUE
683,5,1,5,4,1,5,NaN,3,4,less than an hour a day,3,30,1,female,village,FALSE
684,5,1,5,2,3,3,3,2,3,few hours a day,2,28,1,female,village,FALSE
685,5,3,5,3,2,5,4,4,4,few hours a day,3,19,0,female,village,FALSE
686,2,3,3,3,3,3,3,3,3,less than an hour a day,3,21,1,male,city,FALSE
687,5,1,5,3,1,2,5,3,5,few hours a day,3,19,1,male,city,FALSE
688,5,1,5,3,3,1,5,4,4,few hours a day,4,18,2,female,city,FALSE
689,5,3,5,5,3,5,1,3,3,few hours a day,4,18,1,male,city,FALSE
690,5,3,5,4,3,2,4,3,3,few hours a day,3,18,1,male,city,FALSE
691,5,2,5,3,1,3,5,4,3,less than an hour a day,2,17,0,female,city,FALSE
692,5,2,5,5,3,3,1,1,3,few hours a day,3,21,1,male,city,FALSE
693,5,4,4,2,1,3,2,5,3,few hours a day,3,18,1,female,village,FALSE
694,5,4,5,5,5,1,3,5,3,few hours a day,3,21,4,male,city,TRUE
695,5,3,4,4,2,5,5,3,3,few hours a day,3,23,0,female,city,FALSE
696,5,3,5,3,2,3,1,4,3,less than an hour a day,3,18,1,female,city,FALSE
697,5,1,5,2,4,1,5,4,3,most of the day,2,20,1,female,city,TRUE
698,5,2,5,3,1,2,2,5,5,most of the day,1,19,0,female,city,FALSE
699,5,2,5,2,1,1,2,3,3,few hours a day,2,20,1,female,city,FALSE
700,5,1,5,3,1,5,2,2,3,few hours a day,4,26,3,female,village,FALSE
701,5,5,5,5,3,5,3,3,4,few hours a day,4,21,1,female,city,FALSE
702,5,1,4,5,5,2,4,5,3,most of the day,3,19,2,male,city,TRUE
703,4,1,5,3,1,5,1,1,3,few hours a day,1,23,1,male,city,FALSE
704,5,2,5,2,1,4,5,3,3,less than an hour a day,3,21,2,female,village,FALSE
705,5,3,5,4,4,5,1,1,4,few hours a day,3,22,1,female,village,TRUE
706,5,3,4,2,1,1,1,2,3,few hours a day,1,18,2,male,city,FALSE
707,5,2,3,2,3,2,1,5,4,few hours a day,4,21,1,female,village,FALSE
708,5,4,5,2,3,5,1,3,2,few hours a day,3,23,1,male,city,FALSE
709,5,2,5,2,1,3,1,3,3,less than an hour a day,2,17,0,female,city,FALSE
710,4,1,5,3,5,2,2,1,4,few hours a day,4,20,1,female,city,TRUE
711,4,1,3,3,1,5,2,4,3,few hours a day,4,22,1,female,village,FALSE
712,5,1,5,1,1,3,5,1,4,few hours a day,3,20,1,female,village,FALSE
713,5,2,3,5,1,3,5,3,3,most of the day,1,19,2,female,village,FALSE
714,5,3,5,3,3,5,4,2,4,less than an hour a day,5,25,0,female,village,FALSE
715,4,1,5,4,2,5,2,2,3,few hours a day,3,29,1,male,village,FALSE
716,5,3,4,5,5,2,3,3,4,less than an hour a day,5,29,2,male,village,TRUE
717,5,1,5,3,3,5,3,3,3,few hours a day,3,17,1,female,city,FALSE
718,5,NaN,5,3,1,4,5,4,3,less than an hour a day,3,17,1,female,city,FALSE
719,4,3,5,3,4,3,2,1,3,few hours a day,2,19,2,male,city,TRUE
720,4,2,5,5,2,1,1,3,4,few hours a day,4,18,2,female,city,FALSE
721,5,1,4,1,3,1,3,3,5,less than an hour a day,4,20,3,female,city,FALSE
722,5,2,5,3,2,1,2,3,4,few hours a day,3,21,0,female,city,FALSE
723,5,1,5,5,3,1,5,3,4,few hours a day,NaN,18,1,female,city,FALSE
724,4,2,5,2,2,2,5,3,3,few hours a day,3,19,1,female,city,FALSE
725,5,3,5,5,1,3,1,2,3,few hours a day,1,19,0,male,village,FALSE
726,5,4,5,2,1,5,3,5,3,less than an hour a day,2,20,2,male,city,FALSE
727,5,5,3,1,3,1,3,1,3,less than an hour a day,3,19,1,male,village,FALSE
728,5,3,5,5,5,5,5,3,3,few hours a day,1,18,1,female,village,TRUE
729,5,3,NaN,4,4,5,2,3,4,few hours a day,3,18,1,male,city,TRUE
730,5,1,5,5,1,5,2,3,2,few hours a day,NaN,16,1,female,village,FALSE
731,5,2,5,4,4,1,1,4,4,few hours a day,4,18,1,female,city,TRUE
732,5,2,4,5,3,1,2,2,3,few hours a day,3,19,0,female,village,FALSE
733,4,1,5,5,5,5,2,3,3,most of the day,3,24,2,female,village,TRUE
734,5,1,4,3,5,1,1,1,5,less than an hour a day,5,19,3,female,city,TRUE
735,2,1,3,4,3,3,3,2,5,no time at all,5,NaN,1,female,village,FALSE
736,4,2,5,5,2,4,3,3,3,few hours a day,2,20,1,female,city,FALSE
737,5,3,5,4,1,5,3,4,3,most of the day,3,21,0,female,city,FALSE
738,5,NaN,5,1,4,4,1,2,3,few hours a day,2,23,2,male,city,TRUE
739,5,3,5,5,5,4,2,1,3,few hours a day,4,23,0,male,city,TRUE
740,4,2,5,4,3,4,3,2,4,less than an hour a day,3,17,1,male,city,FALSE
741,5,1,5,5,5,1,1,4,5,few hours a day,3,18,3,female,city,TRUE
742,5,5,5,3,4,1,2,1,1,few hours a day,1,26,5,male,village,TRUE
743,2,1,1,1,3,2,1,3,4,few hours a day,1,22,0,male,city,FALSE
744,5,NaN,5,3,1,3,1,4,2,less than an hour a day,2,22,2,male,city,FALSE
745,5,5,4,4,4,4,3,2,3,most of the day,3,25,2,male,village,TRUE
746,5,2,5,1,5,4,5,3,4,few hours a day,3,21,1,female,city,TRUE
747,5,3,5,5,1,1,1,2,4,few hours a day,4,18,2,female,city,FALSE
748,5,3,5,3,2,5,5,3,3,less than an hour a day,3,15,2,female,city,FALSE
749,5,1,5,4,1,4,3,3,3,few hours a day,3,17,0,male,city,FALSE
750,5,1,4,4,4,1,1,2,3,less than an hour a day,4,22,6,female,city,TRUE
751,5,2,5,2,1,1,1,3,4,few hours a day,4,21,1,female,city,FALSE
752,5,4,4,3,3,1,2,2,4,few hours a day,1,21,3,female,village,FALSE
753,5,1,5,4,1,5,2,2,3,few hours a day,2,19,3,female,village,FALSE
754,4,3,4,3,4,2,2,1,1,few hours a day,1,26,1,male,city,TRUE
755,5,1,5,3,4,5,1,3,3,few hours a day,3,26,1,female,city,TRUE
756,5,4,5,5,3,5,1,2,4,few hours a day,4,25,2,male,city,FALSE
757,5,5,5,2,1,4,2,3,3,few hours a day,4,19,3,female,village,FALSE
758,5,5,5,2,3,4,2,3,3,few hours a day,3,20,1,male,village,FALSE
759,5,2,5,5,4,5,2,4,4,few hours a day,4,18,0,male,village,TRUE
760,5,3,5,4,3,1,3,2,3,few hours a day,4,25,1,female,city,FALSE
761,5,2,5,2,3,2,1,1,2,few hours a day,1,23,1,male,city,FALSE
762,5,3,5,5,3,5,1,1,4,less than an hour a day,2,24,1,male,city,FALSE
763,5,3,5,5,1,5,3,3,4,few hours a day,3,20,3,male,village,FALSE
764,5,1,5,3,2,2,5,2,4,less than an hour a day,4,19,2,female,village,FALSE
765,5,2,5,2,3,3,1,4,3,few hours a day,4,18,1,male,village,FALSE
766,5,4,5,4,3,4,4,2,5,most of the day,4,25,2,female,city,FALSE
767,1,2,4,3,3,3,3,1,3,few hours a day,3,22,2,male,city,FALSE
768,4,3,4,3,2,4,4,3,2,few hours a day,2,26,1,male,city,FALSE
769,3,3,5,4,4,4,2,3,3,less than an hour a day,4,19,0,female,city,TRUE
770,1,1,4,1,2,2,5,1,2,less than an hour a day,3,16,2,female,city,FALSE
771,5,1,5,3,3,1,1,3,3,few hours a day,4,18,0,male,city,FALSE
772,5,1,5,3,1,4,4,2,3,few hours a day,3,20,1,female,city,FALSE
773,5,2,5,3,3,4,5,4,3,less than an hour a day,3,17,0,female,city,FALSE
774,3,1,4,4,2,1,2,2,4,most of the day,2,20,0,female,city,FALSE
775,5,5,5,3,2,5,3,5,5,few hours a day,1,19,3,female,city,FALSE
776,5,5,5,5,1,3,1,5,5,few hours a day,4,25,1,male,village,FALSE
777,5,3,5,2,1,1,1,5,3,few hours a day,3,19,1,male,city,FALSE
778,5,1,5,2,2,5,5,2,3,few hours a day,2,18,0,female,city,FALSE
779,5,3,5,5,2,5,5,1,3,less than an hour a day,2,17,0,female,village,FALSE
780,5,4,5,5,4,5,1,3,3,few hours a day,3,18,1,male,city,TRUE
781,4,2,4,5,1,5,1,3,3,less than an hour a day,2,20,1,female,city,FALSE
782,5,2,5,2,3,5,2,3,4,most of the day,4,17,3,female,village,FALSE
783,5,4,5,5,2,5,1,3,3,few hours a day,4,21,1,male,village,FALSE
784,4,4,5,4,2,1,2,3,4,few hours a day,2,19,1,male,city,FALSE
785,4,1,5,5,1,4,1,3,2,few hours a day,2,19,0,male,city,FALSE
786,5,3,4,4,2,1,1,2,4,few hours a day,3,19,0,male,city,FALSE
787,5,3,5,5,3,2,1,2,4,few hours a day,2,16,1,male,city,FALSE
788,5,1,4,2,1,1,1,3,3,less than an hour a day,4,18,2,female,city,FALSE
789,5,4,5,3,1,5,3,1,4,most of the day,2,19,3,male,village,FALSE
790,5,4,5,3,3,1,2,5,2,few hours a day,4,20,NaN,female,village,FALSE
791,5,3,5,3,1,1,2,3,3,few hours a day,1,19,1,female,city,FALSE
792,5,3,3,4,1,3,1,2,4,less than an hour a day,3,21,1,male,village,FALSE
793,2,4,5,3,4,2,1,3,5,few hours a day,4,24,2,male,city,TRUE
794,4,1,5,2,1,5,1,1,3,less than an hour a day,5,23,1,male,city,FALSE
795,5,1,4,4,4,5,5,3,4,most of the day,5,30,0,female,city,TRUE
796,3,2,3,3,4,4,5,2,4,less than an hour a day,4,27,3,male,city,TRUE
797,5,3,5,2,2,1,1,5,3,few hours a day,3,19,1,male,city,FALSE
798,5,2,5,5,2,1,3,3,3,few hours a day,3,18,2,female,city,FALSE
799,5,2,5,4,4,5,3,4,3,few hours a day,4,18,2,male,city,TRUE
800,5,1,5,1,4,1,3,2,3,few hours a day,5,17,2,male,city,TRUE
801,4,4,5,2,1,2,1,3,1,less than an hour a day,1,30,1,female,village,FALSE
802,5,4,5,3,1,4,5,1,3,few hours a day,4,19,0,female,city,FALSE
803,5,1,5,3,1,3,5,3,4,most of the day,3,27,5,female,village,FALSE
804,5,2,5,1,1,5,5,2,4,most of the day,1,21,1,female,village,FALSE
805,5,3,2,5,1,4,5,3,4,few hours a day,3,17,3,female,city,FALSE
806,1,1,5,5,1,5,1,2,3,few hours a day,3,20,1,male,city,FALSE
807,3,1,5,3,1,5,4,3,2,few hours a day,3,20,0,male,city,FALSE
808,5,3,5,2,1,1,2,2,3,few hours a day,2,20,1,male,city,FALSE
809,4,1,4,4,1,1,1,1,2,most of the day,2,18,0,male,city,FALSE
810,5,1,5,4,1,5,5,2,3,few hours a day,1,20,1,male,city,FALSE
811,5,1,4,4,2,5,3,4,4,few hours a day,4,20,1,male,city,FALSE
812,5,1,5,5,1,4,1,2,2,few hours a day,1,17,1,female,city,FALSE
813,5,1,5,3,1,5,1,1,2,few hours a day,1,19,1,male,city,FALSE
814,5,5,5,3,3,5,5,5,1,few hours a day,2,20,1,female,city,FALSE
815,5,2,5,4,4,5,1,1,3,few hours a day,3,20,1,male,city,TRUE
816,5,3,5,5,3,5,5,1,4,few hours a day,2,21,0,male,city,FALSE
817,3,1,3,1,1,2,1,5,5,most of the day,3,23,0,male,city,FALSE
818,4,4,3,4,1,4,1,2,3,few hours a day,2,24,2,male,village,FALSE
819,5,2,4,3,3,5,2,1,3,less than an hour a day,4,17,0,female,city,FALSE
820,5,1,5,2,3,1,4,2,4,few hours a day,2,18,1,female,city,FALSE
821,5,1,5,5,1,5,3,4,3,few hours a day,1,17,1,male,city,FALSE
822,5,1,3,4,1,4,3,3,1,few hours a day,4,19,1,female,city,FALSE
823,5,3,4,4,1,1,2,5,2,few hours a day,2,21,0,male,city,FALSE
824,5,1,5,5,1,5,1,1,3,most of the day,4,29,1,female,city,FALSE
825,4,1,5,2,2,5,2,3,3,few hours a day,2,21,1,female,city,FALSE
826,5,1,5,4,1,1,4,3,3,few hours a day,1,20,1,female,village,FALSE
827,5,1,4,2,1,2,2,2,4,few hours a day,1,20,1,female,city,FALSE
828,1,4,5,2,3,2,2,2,3,few hours a day,4,19,1,male,village,FALSE
829,5,1,5,3,2,2,4,5,5,few hours a day,3,20,0,female,city,FALSE
830,5,2,5,4,5,5,5,3,4,most of the day,2,21,1,female,city,TRUE
831,5,3,5,4,3,3,3,3,4,few hours a day,3,17,2,female,village,FALSE
832,5,1,3,3,1,2,5,2,3,few hours a day,1,20,1,female,village,FALSE
833,3,2,5,3,2,1,2,3,3,few hours a day,4,19,1,male,city,FALSE
834,4,2,5,2,1,3,4,2,4,less than an hour a day,2,21,1,male,city,FALSE
835,4,1,5,4,4,1,3,3,3,few hours a day,3,19,0,male,city,TRUE
836,5,1,5,2,1,4,1,1,2,few hours a day,1,19,0,male,city,FALSE
837,5,1,4,3,4,3,2,1,4,few hours a day,2,20,3,male,city,TRUE
838,5,2,5,2,1,5,5,1,1,few hours a day,3,21,0,female,city,FALSE
839,4,1,5,2,1,5,2,2,3,few hours a day,2,23,1,female,city,FALSE
840,5,1,4,1,3,3,2,2,4,most of the day,4,24,1,female,city,FALSE
841,5,5,3,3,1,1,4,5,5,few hours a day,1,19,3,male,city,FALSE
842,NaN,2,5,5,2,4,5,1,1,few hours a day,3,24,2,female,village,FALSE
843,5,3,5,5,1,5,5,3,3,few hours a day,4,20,1,female,city,FALSE
844,5,4,5,5,5,4,1,2,4,few hours a day,2,30,2,male,city,TRUE
845,4,1,5,5,2,4,3,3,3,most of the day,1,20,1,female,city,FALSE
846,5,5,5,2,2,5,5,4,4,few hours a day,4,23,4,female,city,FALSE
847,5,1,5,3,1,5,4,5,1,few hours a day,1,19,1,female,city,FALSE
848,5,2,3,1,1,2,1,1,2,few hours a day,3,19,4,male,city,FALSE
849,3,1,5,1,5,4,4,5,2,most of the day,2,22,2,female,village,TRUE
850,4,1,5,2,1,5,5,2,4,few hours a day,5,17,0,female,city,FALSE
851,5,5,5,4,5,3,1,3,5,few hours a day,1,20,2,male,city,TRUE
852,5,3,5,4,3,5,2,1,4,few hours a day,4,19,2,male,village,FALSE
853,5,1,5,3,3,5,1,3,5,few hours a day,4,30,4,female,village,FALSE
854,5,1,4,2,3,3,5,3,4,few hours a day,2,27,0,male,city,FALSE
855,5,4,5,4,4,3,4,3,4,few hours a day,3,19,1,male,city,TRUE
856,5,3,5,4,4,5,4,2,3,few hours a day,2,17,1,female,city,TRUE
857,5,5,5,2,1,5,2,2,4,most of the day,4,20,1,male,village,FALSE
858,3,1,5,5,2,1,1,5,3,few hours a day,4,20,2,male,village,FALSE
859,5,4,5,3,2,5,2,3,3,few hours a day,2,20,1,male,city,FALSE
860,5,5,5,3,1,4,3,1,3,few hours a day,2,20,2,male,city,FALSE
861,5,2,5,4,2,5,5,2,2,few hours a day,1,18,1,female,city,FALSE
862,5,4,5,3,4,5,1,2,4,few hours a day,2,21,2,male,city,TRUE
863,5,5,5,3,1,5,2,3,3,few hours a day,3,21,1,male,village,FALSE
864,5,3,5,4,3,3,4,4,3,few hours a day,2,20,1,male,village,FALSE
865,4,2,5,2,3,3,4,2,2,less than an hour a day,4,17,2,female,city,FALSE
866,4,1,3,5,2,3,1,3,2,most of the day,1,23,1,male,city,FALSE
867,5,1,5,4,3,5,5,2,4,few hours a day,4,25,1,female,city,FALSE
868,5,2,4,2,2,4,1,2,4,few hours a day,4,18,0,male,village,FALSE
869,5,1,5,5,1,5,3,4,2,few hours a day,5,18,1,female,city,FALSE
870,5,4,5,2,3,2,4,1,3,few hours a day,4,25,1,female,city,FALSE
871,5,3,5,5,5,5,5,5,5,most of the day,1,21,1,male,village,TRUE
872,5,4,5,2,1,2,2,3,3,few hours a day,3,20,1,male,village,FALSE
873,4,4,5,3,2,2,2,2,3,few hours a day,3,21,0,male,city,FALSE
874,5,3,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city,FALSE
875,5,4,5,1,1,5,1,3,3,few hours a day,1,20,2,female,village,FALSE
876,5,3,5,2,5,4,2,4,3,few hours a day,5,19,1,male,city,TRUE
877,5,1,5,4,3,2,1,3,5,few hours a day,4,22,2,male,city,FALSE
878,4,4,5,2,4,4,2,2,4,less than an hour a day,4,26,3,male,city,TRUE
879,4,5,5,2,4,5,1,2,3,less than an hour a day,2,23,0,male,city,TRUE
880,5,4,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city,FALSE
881,5,1,5,5,1,5,4,3,2,few hours a day,4,18,1,female,city,FALSE
882,5,4,5,3,1,1,1,3,4,few hours a day,2,16,1,female,city,FALSE
883,5,3,5,4,1,1,1,4,4,few hours a day,4,19,2,female,village,FALSE
884,5,4,5,3,4,5,5,4,3,few hours a day,1,19,1,female,city,TRUE
885,3,3,4,3,2,5,1,2,4,few hours a day,2,23,0,female,city,FALSE
886,5,2,5,1,4,1,1,2,2,few hours a day,2,21,1,male,city,TRUE
887,4,3,2,2,3,3,3,3,3,less than an hour a day,4,19,1,male,city,FALSE
888,5,2,5,4,1,5,3,2,4,less than an hour a day,2,20,1,female,city,FALSE
889,5,2,5,5,1,1,4,4,2,few hours a day,1,22,1,female,city,FALSE
890,5,4,5,1,4,3,2,3,3,few hours a day,3,20,1,male,city,TRUE
891,5,3,5,4,2,4,3,3,3,few hours a day,3,21,2,male,village,FALSE
892,5,1,5,3,4,2,3,2,3,few hours a day,3,19,1,male,city,TRUE
893,5,3,2,2,3,2,2,3,3,less than an hour a day,4,17,0,female,village,FALSE
894,5,1,5,2,1,4,3,2,4,few hours a day,4,19,2,female,city,FALSE
895,4,3,4,2,1,4,3,3,3,few hours a day,3,16,1,male,village,FALSE
896,5,1,5,4,1,3,2,2,3,few hours a day,4,22,1,male,village,FALSE
897,5,2,4,2,4,3,2,2,3,few hours a day,2,23,2,male,city,TRUE
898,5,1,5,4,1,3,2,2,3,less than an hour a day,3,28,2,female,village,FALSE
899,5,1,3,4,3,5,1,3,3,few hours a day,2,20,2,male,city,FALSE
900,5,1,4,2,2,3,2,3,4,few hours a day,3,21,1,male,city,FALSE
901,4,1,5,4,1,5,5,2,4,less than an hour a day,4,22,1,female,city,FALSE
902,5,2,5,4,3,3,4,2,3,few hours a day,2,NaN,NaN,male,city,FALSE
903,5,1,3,5,5,3,1,2,4,few hours a day,4,19,1,male,city,TRUE
904,3,1,5,3,2,1,1,2,4,few hours a day,3,24,1,female,city,FALSE
905,5,3,5,5,1,2,1,1,3,few hours a day,4,23,1,male,city,FALSE
906,5,5,5,5,1,1,3,3,4,less than an hour a day,2,21,2,female,city,FALSE
907,5,1,4,2,2,2,3,3,1,most of the day,1,22,1,female,city,FALSE
908,5,3,5,2,2,2,3,4,4,few hours a day,3,18,1,male,city,FALSE
909,5,2,3,3,2,3,2,5,5,less than an hour a day,4,28,2,female,city,FALSE
910,5,1,5,5,4,1,1,2,4,few hours a day,4,18,0,female,city,TRUE
911,5,1,4,5,5,5,1,4,4,few hours a day,4,23,1,female,village,TRUE
912,5,3,4,4,3,4,NaN,3,4,less than an hour a day,4,22,1,female,village,FALSE
913,5,3,5,4,3,2,5,4,3,few hours a day,4,21,1,female,city,FALSE
914,5,2,5,5,3,3,1,5,2,few hours a day,1,20,1,female,city,FALSE
915,4,4,5,1,2,5,4,3,4,few hours a day,5,18,1,female,city,FALSE
916,4,1,5,4,1,4,1,4,3,few hours a day,1,21,1,male,city,FALSE
917,5,3,5,3,3,3,1,2,2,few hours a day,2,20,1,male,village,FALSE
918,4,1,5,5,2,4,1,4,3,most of the day,4,21,1,female,village,FALSE
919,5,1,5,5,2,1,2,3,4,few hours a day,2,21,1,female,city,FALSE
920,4,1,3,3,1,1,3,1,3,few hours a day,3,20,2,female,city,FALSE
921,5,3,4,2,3,4,2,2,1,few hours a day,4,17,0,male,city,FALSE
922,5,4,5,2,3,5,5,3,3,few hours a day,3,20,1,female,city,FALSE
923,5,3,5,3,1,3,4,4,4,few hours a day,2,23,3,female,city,FALSE
924,5,1,5,3,1,5,1,1,4,few hours a day,4,19,0,female,city,FALSE
925,5,2,5,3,1,5,4,2,5,few hours a day,5,20,0,female,city,FALSE
926,5,1,5,2,3,1,1,2,3,few hours a day,4,22,1,male,city,FALSE
927,5,3,5,1,1,5,1,3,4,few hours a day,4,19,1,female,city,FALSE
928,5,3,5,3,1,5,5,3,2,few hours a day,4,19,0,female,city,FALSE
929,3,3,3,4,3,3,2,1,3,few hours a day,3,27,1,female,city,FALSE
930,5,3,5,3,1,1,5,5,3,few hours a day,3,18,5,female,city,FALSE
931,5,2,5,1,2,3,1,4,4,most of the day,4,18,2,male,city,FALSE
932,5,4,5,1,3,2,5,2,4,few hours a day,5,20,1,female,city,FALSE
933,5,1,5,4,2,5,5,4,3,few hours a day,3,17,3,female,city,FALSE
934,5,4,5,2,2,4,4,2,3,few hours a day,2,19,0,NaN,city,FALSE
935,5,1,5,3,1,5,5,3,3,few hours a day,3,16,1,female,city,FALSE
936,4,3,4,2,2,2,5,4,3,few hours a day,2,21,0,female,city,FALSE
937,5,2,5,3,5,5,3,5,2,few hours a day,5,18,4,female,village,TRUE
938,5,5,5,4,5,5,3,5,5,few hours a day,1,19,0,female,city,TRUE
939,4,4,5,2,3,4,5,2,4,few hours a day,3,20,0,female,city,FALSE
940,5,5,NaN,4,3,4,3,2,4,few hours a day,2,16,4,male,city,FALSE
941,5,1,5,2,2,2,2,5,1,few hours a day,1,18,3,female,village,FALSE
942,5,5,5,4,1,5,1,5,3,most of the day,4,24,0,male,village,FALSE
943,4,2,5,3,4,5,2,2,3,less than an hour a day,2,22,2,female,city,TRUE
944,5,2,5,4,2,5,5,2,4,few hours a day,3,19,1,female,village,FALSE
945,5,1,3,4,5,5,1,1,3,few hours a day,1,22,1,male,city,TRUE
946,5,2,5,3,1,1,4,4,3,few hours a day,1,22,0,male,city,FALSE
947,5,1,4,2,1,3,3,4,3,few hours a day,3,16,1,female,village,FALSE
948,5,2,5,4,5,5,4,2,4,few hours a day,4,18,1,female,village,TRUE
949,5,2,5,1,2,5,1,3,3,most of the day,3,18,3,female,city,FALSE
950,5,3,5,4,1,5,5,5,3,most of the day,5,15,0,male,village,FALSE
951,4,5,5,1,3,1,3,4,1,most of the day,1,26,3,male,city,FALSE
952,5,4,4,3,5,2,2,2,4,few hours a day,5,19,1,male,city,TRUE
953,5,1,5,4,3,4,5,3,3,few hours a day,4,20,1,female,city,FALSE
954,5,4,4,2,4,4,3,2,4,few hours a day,3,20,0,female,city,TRUE
955,5,1,4,5,5,5,2,2,3,few hours a day,3,19,1,female,city,TRUE
956,5,1,5,3,2,4,1,4,3,most of the day,3,20,2,male,city,FALSE
957,5,2,4,3,1,1,3,3,4,few hours a day,3,20,5,male,city,FALSE
958,5,4,4,3,1,5,5,3,4,few hours a day,2,22,2,female,city,FALSE
959,4,1,4,4,3,4,5,4,4,few hours a day,2,24,1,female,city,FALSE
960,5,1,5,5,3,1,3,1,3,few hours a day,3,NaN,NaN,female,city,FALSE
961,5,4,5,5,5,5,1,3,3,few hours a day,5,20,3,male,village,TRUE
962,5,1,3,5,3,1,1,4,4,less than an hour a day,5,21,1,female,village,FALSE
963,4,4,5,5,1,3,1,1,1,most of the day,4,23,0,male,city,FALSE
964,5,2,3,3,2,4,3,3,3,few hours a day,4,21,3,male,city,FALSE
965,5,4,5,5,1,1,5,5,3,few hours a day,3,17,2,female,city,FALSE
966,5,1,5,5,1,5,1,1,1,less than an hour a day,1,19,1,female,city,FALSE
967,5,2,5,5,5,4,1,2,4,few hours a day,4,18,1,male,city,TRUE
968,5,3,5,2,5,4,1,2,3,few hours a day,3,19,2,male,city,TRUE
969,5,1,5,3,3,1,2,1,2,few hours a day,2,19,2,male,village,FALSE
970,5,1,5,2,4,3,2,5,3,few hours a day,1,22,1,male,city,TRUE
971,5,3,4,3,3,3,3,2,4,few hours a day,4,18,1,male,city,FALSE
972,5,2,5,3,3,5,5,2,4,less than an hour a day,3,19,0,female,city,FALSE
973,5,1,4,2,1,4,2,2,3,most of the day,4,20,2,female,city,FALSE
974,5,2,5,3,5,3,3,1,1,few hours a day,3,21,0,female,city,TRUE
975,5,5,5,5,1,5,5,1,2,most of the day,3,23,1,female,village,FALSE
976,5,2,5,2,4,2,4,2,4,few hours a day,4,19,1,female,city,TRUE
977,5,4,5,2,3,3,2,2,2,few hours a day,2,19,1,male,village,FALSE
978,5,1,5,5,2,4,4,4,4,few hours a day,2,21,2,female,city,FALSE
979,5,2,5,5,3,4,4,2,3,few hours a day,3,19,0,male,city,FALSE
980,5,1,5,5,1,3,5,2,4,less than an hour a day,1,18,2,female,city,FALSE
981,5,1,5,5,1,1,5,4,2,most of the day,5,19,1,female,village,FALSE
982,5,1,4,1,3,4,1,3,4,few hours a day,2,18,2,male,city,FALSE
983,5,2,5,2,1,4,5,2,3,few hours a day,2,22,2,female,village,FALSE
984,5,1,4,1,1,4,5,3,1,most of the day,4,21,1,female,city,FALSE
985,5,1,5,4,1,2,4,3,1,few hours a day,5,20,1,female,city,FALSE
986,4,4,4,5,5,1,1,3,3,few hours a day,1,19,3,female,city,TRUE
987,4,1,4,5,2,2,2,4,2,few hours a day,3,20,1,male,city,FALSE
988,5,NaN,5,5,4,1,1,5,3,few hours a day,1,19,0,male,city,TRUE
989,5,5,3,5,1,1,1,5,3,most of the day,3,30,2,female,village,FALSE
990,5,1,5,3,1,1,1,2,2,few hours a day,1,29,1,male,city,FALSE
991,5,2,5,4,1,5,3,2,1,most of the day,3,21,0,male,city,FALSE
992,4,5,4,5,5,1,5,3,3,most of the day,1,30,1,male,city,TRUE
993,5,2,5,1,1,2,3,4,3,few hours a day,4,21,0,female,city,FALSE
994,5,1,5,5,1,5,4,3,4,few hours a day,3,20,0,female,city,FALSE
995,5,5,5,3,4,5,1,4,4,few hours a day,4,18,0,female,city,TRUE
996,5,1,3,4,1,2,2,2,4,few hours a day,3,20,0,male,NaN,FALSE
997,5,1,4,1,2,5,4,2,NaN,less than an hour a day,3,19,1,female,NaN,FALSE
998,5,5,5,3,5,1,1,2,3,few hours a day,4,28,1,male,city,TRUE
999,5,5,4,4,5,1,2,3,3,few hours a day,3,19,1,male,city,TRUE
1000,5,3,5,3,1,5,1,3,2,few hours a day,1,16,1,female,city,FALSE
1001,5,3,3,3,1,4,1,2,2,few hours a day,2,18,2,female,city,FALSE
1002,5,3,3,2,1,2,1,3,2,few hours a day,4,22,1,male,city,FALSE
1003,4,4,5,3,1,5,4,3,4,few hours a day,3,20,1,female,city,FALSE
1004,5,5,5,3,2,4,3,3,2,few hours a day,4,22,1,male,city,FALSE
1005,5,3,5,4,1,4,2,4,4,few hours a day,3,20,1,female,city,FALSE
1006,4,4,5,4,5,5,1,1,4,less than an hour a day,3,27,5,male,village,TRUE
1007,4,1,4,2,3,5,2,4,4,most of the day,1,18,0,female,city,FALSE
