,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category
675,5,3,5,3,2,2,4,3,4,most of the day,3,25,1,female,city,21+
676,5,2,5,3,1,3,3,2,3,few hours a day,3,20,2,female,city,Less than 21
677,4,1,5,5,4,5,1,1,3,few hours a day,2,28,1,female,city,21+
678,5,1,3,5,2,5,3,4,4,few hours a day,3,23,1,female,city,21+
679,5,3,5,3,1,5,1,3,4,few hours a day,4,21,0,female,city,21+
680,5,5,5,4,3,5,5,3,3,few hours a day,3,25,1,female,city,21+
681,5,4,4,3,2,3,5,3,3,few hours a day,3,28,1,female,city,21+
682,4,5,5,3,4,5,2,3,3,few hours a day,1,19,4,male,village,Less than 21
683,5,1,5,4,1,5,NaN,3,4,less than an hour a day,3,30,1,female,village,21+
684,5,1,5,2,3,3,3,2,3,few hours a day,2,28,1,female,village,21+
685,5,3,5,3,2,5,4,4,4,few hours a day,3,19,0,female,village,Less than 21
686,2,3,3,3,3,3,3,3,3,less than an hour a day,3,21,1,male,city,21+
687,5,1,5,3,1,2,5,3,5,few hours a day,3,19,1,male,city,Less than 21
688,5,1,5,3,3,1,5,4,4,few hours a day,4,18,2,female,city,Less than 21
689,5,3,5,5,3,5,1,3,3,few hours a day,4,18,1,male,city,Less than 21
690,5,3,5,4,3,2,4,3,3,few hours a day,3,18,1,male,city,Less than 21
691,5,2,5,3,1,3,5,4,3,less than an hour a day,2,17,0,female,city,Less than 21
692,5,2,5,5,3,3,1,1,3,few hours a day,3,21,1,male,city,21+
693,5,4,4,2,1,3,2,5,3,few hours a day,3,18,1,female,village,Less than 21
694,5,4,5,5,5,1,3,5,3,few hours a day,3,21,4,male,city,21+
695,5,3,4,4,2,5,5,3,3,few hours a day,3,23,0,female,city,21+
696,5,3,5,3,2,3,1,4,3,less than an hour a day,3,18,1,female,city,Less than 21
697,5,1,5,2,4,1,5,4,3,most of the day,2,20,1,female,city,Less than 21
698,5,2,5,3,1,2,2,5,5,most of the day,1,19,0,female,city,Less than 21
699,5,2,5,2,1,1,2,3,3,few hours a day,2,20,1,female,city,Less than 21
700,5,1,5,3,1,5,2,2,3,few hours a day,4,26,3,female,village,21+
701,5,5,5,5,3,5,3,3,4,few hours a day,4,21,1,female,city,21+
702,5,1,4,5,5,2,4,5,3,most of the day,3,19,2,male,city,Less than 21
703,4,1,5,3,1,5,1,1,3,few hours a day,1,23,1,male,city,21+
704,5,2,5,2,1,4,5,3,3,less than an hour a day,3,21,2,female,village,21+
705,5,3,5,4,4,5,1,1,4,few hours a day,3,22,1,female,village,21+
706,5,3,4,2,1,1,1,2,3,few hours a day,1,18,2,male,city,Less than 21
707,5,2,3,2,3,2,1,5,4,few hours a day,4,21,1,female,village,21+
708,5,4,5,2,3,5,1,3,2,few hours a day,3,23,1,male,city,21+
709,5,2,5,2,1,3,1,3,3,less than an hour a day,2,17,0,female,city,Less than 21
710,4,1,5,3,5,2,2,1,4,few hours a day,4,20,1,female,city,Less than 21
711,4,1,3,3,1,5,2,4,3,few hours a day,4,22,1,female,village,21+
712,5,1,5,1,1,3,5,1,4,few hours a day,3,20,1,female,village,Less than 21
713,5,2,3,5,1,3,5,3,3,most of the day,1,19,2,female,village,Less than 21
714,5,3,5,3,3,5,4,2,4,less than an hour a day,5,25,0,female,village,21+
715,4,1,5,4,2,5,2,2,3,few hours a day,3,29,1,male,village,21+
716,5,3,4,5,5,2,3,3,4,less than an hour a day,5,29,2,male,village,21+
717,5,1,5,3,3,5,3,3,3,few hours a day,3,17,1,female,city,Less than 21
718,5,NaN,5,3,1,4,5,4,3,less than an hour a day,3,17,1,female,city,Less than 21
719,4,3,5,3,4,3,2,1,3,few hours a day,2,19,2,male,city,Less than 21
720,4,2,5,5,2,1,1,3,4,few hours a day,4,18,2,female,city,Less than 21
721,5,1,4,1,3,1,3,3,5,less than an hour a day,4,20,3,female,city,Less than 21
722,5,2,5,3,2,1,2,3,4,few hours a day,3,21,0,female,city,21+
723,5,1,5,5,3,1,5,3,4,few hours a day,NaN,18,1,female,city,Less than 21
724,4,2,5,2,2,2,5,3,3,few hours a day,3,19,1,female,city,Less than 21
725,5,3,5,5,1,3,1,2,3,few hours a day,1,19,0,male,village,Less than 21
726,5,4,5,2,1,5,3,5,3,less than an hour a day,2,20,2,male,city,Less than 21
727,5,5,3,1,3,1,3,1,3,less than an hour a day,3,19,1,male,village,Less than 21
728,5,3,5,5,5,5,5,3,3,few hours a day,1,18,1,female,village,Less than 21
729,5,3,NaN,4,4,5,2,3,4,few hours a day,3,18,1,male,city,Less than 21
730,5,1,5,5,1,5,2,3,2,few hours a day,NaN,16,1,female,village,Less than 21
731,5,2,5,4,4,1,1,4,4,few hours a day,4,18,1,female,city,Less than 21
732,5,2,4,5,3,1,2,2,3,few hours a day,3,19,0,female,village,Less than 21
733,4,1,5,5,5,5,2,3,3,most of the day,3,24,2,female,village,21+
734,5,1,4,3,5,1,1,1,5,less than an hour a day,5,19,3,female,city,Less than 21
735,2,1,3,4,3,3,3,2,5,no time at all,5,NaN,1,female,village,21+
736,4,2,5,5,2,4,3,3,3,few hours a day,2,20,1,female,city,Less than 21
737,5,3,5,4,1,5,3,4,3,most of the day,3,21,0,female,city,21+
738,5,NaN,5,1,4,4,1,2,3,few hours a day,2,23,2,male,city,21+
739,5,3,5,5,5,4,2,1,3,few hours a day,4,23,0,male,city,21+
740,4,2,5,4,3,4,3,2,4,less than an hour a day,3,17,1,male,city,Less than 21
741,5,1,5,5,5,1,1,4,5,few hours a day,3,18,3,female,city,Less than 21
742,5,5,5,3,4,1,2,1,1,few hours a day,1,26,5,male,village,21+
743,2,1,1,1,3,2,1,3,4,few hours a day,1,22,0,male,city,21+
744,5,NaN,5,3,1,3,1,4,2,less than an hour a day,2,22,2,male,city,21+
745,5,5,4,4,4,4,3,2,3,most of the day,3,25,2,male,village,21+
746,5,2,5,1,5,4,5,3,4,few hours a day,3,21,1,female,city,21+
747,5,3,5,5,1,1,1,2,4,few hours a day,4,18,2,female,city,Less than 21
748,5,3,5,3,2,5,5,3,3,less than an hour a day,3,15,2,female,city,Less than 21
749,5,1,5,4,1,4,3,3,3,few hours a day,3,17,0,male,city,Less than 21
750,5,1,4,4,4,1,1,2,3,less than an hour a day,4,22,6,female,city,21+
751,5,2,5,2,1,1,1,3,4,few hours a day,4,21,1,female,city,21+
752,5,4,4,3,3,1,2,2,4,few hours a day,1,21,3,female,village,21+
753,5,1,5,4,1,5,2,2,3,few hours a day,2,19,3,female,village,Less than 21
754,4,3,4,3,4,2,2,1,1,few hours a day,1,26,1,male,city,21+
755,5,1,5,3,4,5,1,3,3,few hours a day,3,26,1,female,city,21+
756,5,4,5,5,3,5,1,2,4,few hours a day,4,25,2,male,city,21+
757,5,5,5,2,1,4,2,3,3,few hours a day,4,19,3,female,village,Less than 21
758,5,5,5,2,3,4,2,3,3,few hours a day,3,20,1,male,village,Less than 21
759,5,2,5,5,4,5,2,4,4,few hours a day,4,18,0,male,village,Less than 21
760,5,3,5,4,3,1,3,2,3,few hours a day,4,25,1,female,city,21+
761,5,2,5,2,3,2,1,1,2,few hours a day,1,23,1,male,city,21+
762,5,3,5,5,3,5,1,1,4,less than an hour a day,2,24,1,male,city,21+
763,5,3,5,5,1,5,3,3,4,few hours a day,3,20,3,male,village,Less than 21
764,5,1,5,3,2,2,5,2,4,less than an hour a day,4,19,2,female,village,Less than 21
765,5,2,5,2,3,3,1,4,3,few hours a day,4,18,1,male,village,Less than 21
766,5,4,5,4,3,4,4,2,5,most of the day,4,25,2,female,city,21+
767,1,2,4,3,3,3,3,1,3,few hours a day,3,22,2,male,city,21+
768,4,3,4,3,2,4,4,3,2,few hours a day,2,26,1,male,city,21+
769,3,3,5,4,4,4,2,3,3,less than an hour a day,4,19,0,female,city,Less than 21
770,1,1,4,1,2,2,5,1,2,less than an hour a day,3,16,2,female,city,Less than 21
771,5,1,5,3,3,1,1,3,3,few hours a day,4,18,0,male,city,Less than 21
772,5,1,5,3,1,4,4,2,3,few hours a day,3,20,1,female,city,Less than 21
773,5,2,5,3,3,4,5,4,3,less than an hour a day,3,17,0,female,city,Less than 21
774,3,1,4,4,2,1,2,2,4,most of the day,2,20,0,female,city,Less than 21
775,5,5,5,3,2,5,3,5,5,few hours a day,1,19,3,female,city,Less than 21
776,5,5,5,5,1,3,1,5,5,few hours a day,4,25,1,male,village,21+
777,5,3,5,2,1,1,1,5,3,few hours a day,3,19,1,male,city,Less than 21
778,5,1,5,2,2,5,5,2,3,few hours a day,2,18,0,female,city,Less than 21
779,5,3,5,5,2,5,5,1,3,less than an hour a day,2,17,0,female,village,Less than 21
780,5,4,5,5,4,5,1,3,3,few hours a day,3,18,1,male,city,Less than 21
781,4,2,4,5,1,5,1,3,3,less than an hour a day,2,20,1,female,city,Less than 21
782,5,2,5,2,3,5,2,3,4,most of the day,4,17,3,female,village,Less than 21
783,5,4,5,5,2,5,1,3,3,few hours a day,4,21,1,male,village,21+
784,4,4,5,4,2,1,2,3,4,few hours a day,2,19,1,male,city,Less than 21
785,4,1,5,5,1,4,1,3,2,few hours a day,2,19,0,male,city,Less than 21
786,5,3,4,4,2,1,1,2,4,few hours a day,3,19,0,male,city,Less than 21
787,5,3,5,5,3,2,1,2,4,few hours a day,2,16,1,male,city,Less than 21
788,5,1,4,2,1,1,1,3,3,less than an hour a day,4,18,2,female,city,Less than 21
789,5,4,5,3,1,5,3,1,4,most of the day,2,19,3,male,village,Less than 21
790,5,4,5,3,3,1,2,5,2,few hours a day,4,20,NaN,female,village,Less than 21
791,5,3,5,3,1,1,2,3,3,few hours a day,1,19,1,female,city,Less than 21
792,5,3,3,4,1,3,1,2,4,less than an hour a day,3,21,1,male,village,21+
793,2,4,5,3,4,2,1,3,5,few hours a day,4,24,2,male,city,21+
794,4,1,5,2,1,5,1,1,3,less than an hour a day,5,23,1,male,city,21+
795,5,1,4,4,4,5,5,3,4,most of the day,5,30,0,female,city,21+
796,3,2,3,3,4,4,5,2,4,less than an hour a day,4,27,3,male,city,21+
797,5,3,5,2,2,1,1,5,3,few hours a day,3,19,1,male,city,Less than 21
798,5,2,5,5,2,1,3,3,3,few hours a day,3,18,2,female,city,Less than 21
799,5,2,5,4,4,5,3,4,3,few hours a day,4,18,2,male,city,Less than 21
800,5,1,5,1,4,1,3,2,3,few hours a day,5,17,2,male,city,Less than 21
801,4,4,5,2,1,2,1,3,1,less than an hour a day,1,30,1,female,village,21+
802,5,4,5,3,1,4,5,1,3,few hours a day,4,19,0,female,city,Less than 21
803,5,1,5,3,1,3,5,3,4,most of the day,3,27,5,female,village,21+
804,5,2,5,1,1,5,5,2,4,most of the day,1,21,1,female,village,21+
805,5,3,2,5,1,4,5,3,4,few hours a day,3,17,3,female,city,Less than 21
806,1,1,5,5,1,5,1,2,3,few hours a day,3,20,1,male,city,Less than 21
807,3,1,5,3,1,5,4,3,2,few hours a day,3,20,0,male,city,Less than 21
808,5,3,5,2,1,1,2,2,3,few hours a day,2,20,1,male,city,Less than 21
809,4,1,4,4,1,1,1,1,2,most of the day,2,18,0,male,city,Less than 21
810,5,1,5,4,1,5,5,2,3,few hours a day,1,20,1,male,city,Less than 21
811,5,1,4,4,2,5,3,4,4,few hours a day,4,20,1,male,city,Less than 21
812,5,1,5,5,1,4,1,2,2,few hours a day,1,17,1,female,city,Less than 21
813,5,1,5,3,1,5,1,1,2,few hours a day,1,19,1,male,city,Less than 21
814,5,5,5,3,3,5,5,5,1,few hours a day,2,20,1,female,city,Less than 21
815,5,2,5,4,4,5,1,1,3,few hours a day,3,20,1,male,city,Less than 21
816,5,3,5,5,3,5,5,1,4,few hours a day,2,21,0,male,city,21+
817,3,1,3,1,1,2,1,5,5,most of the day,3,23,0,male,city,21+
818,4,4,3,4,1,4,1,2,3,few hours a day,2,24,2,male,village,21+
819,5,2,4,3,3,5,2,1,3,less than an hour a day,4,17,0,female,city,Less than 21
820,5,1,5,2,3,1,4,2,4,few hours a day,2,18,1,female,city,Less than 21
821,5,1,5,5,1,5,3,4,3,few hours a day,1,17,1,male,city,Less than 21
822,5,1,3,4,1,4,3,3,1,few hours a day,4,19,1,female,city,Less than 21
823,5,3,4,4,1,1,2,5,2,few hours a day,2,21,0,male,city,21+
824,5,1,5,5,1,5,1,1,3,most of the day,4,29,1,female,city,21+
825,4,1,5,2,2,5,2,3,3,few hours a day,2,21,1,female,city,21+
826,5,1,5,4,1,1,4,3,3,few hours a day,1,20,1,female,village,Less than 21
827,5,1,4,2,1,2,2,2,4,few hours a day,1,20,1,female,city,Less than 21
828,1,4,5,2,3,2,2,2,3,few hours a day,4,19,1,male,village,Less than 21
829,5,1,5,3,2,2,4,5,5,few hours a day,3,20,0,female,city,Less than 21
830,5,2,5,4,5,5,5,3,4,most of the day,2,21,1,female,city,21+
831,5,3,5,4,3,3,3,3,4,few hours a day,3,17,2,female,village,Less than 21
832,5,1,3,3,1,2,5,2,3,few hours a day,1,20,1,female,village,Less than 21
833,3,2,5,3,2,1,2,3,3,few hours a day,4,19,1,male,city,Less than 21
834,4,2,5,2,1,3,4,2,4,less than an hour a day,2,21,1,male,city,21+
835,4,1,5,4,4,1,3,3,3,few hours a day,3,19,0,male,city,Less than 21
836,5,1,5,2,1,4,1,1,2,few hours a day,1,19,0,male,city,Less than 21
837,5,1,4,3,4,3,2,1,4,few hours a day,2,20,3,male,city,Less than 21
838,5,2,5,2,1,5,5,1,1,few hours a day,3,21,0,female,city,21+
839,4,1,5,2,1,5,2,2,3,few hours a day,2,23,1,female,city,21+
840,5,1,4,1,3,3,2,2,4,most of the day,4,24,1,female,city,21+
841,5,5,3,3,1,1,4,5,5,few hours a day,1,19,3,male,city,Less than 21
842,NaN,2,5,5,2,4,5,1,1,few hours a day,3,24,2,female,village,21+
843,5,3,5,5,1,5,5,3,3,few hours a day,4,20,1,female,city,Less than 21
844,5,4,5,5,5,4,1,2,4,few hours a day,2,30,2,male,city,21+
845,4,1,5,5,2,4,3,3,3,most of the day,1,20,1,female,city,Less than 21
846,5,5,5,2,2,5,5,4,4,few hours a day,4,23,4,female,city,21+
847,5,1,5,3,1,5,4,5,1,few hours a day,1,19,1,female,city,Less than 21
848,5,2,3,1,1,2,1,1,2,few hours a day,3,19,4,male,city,Less than 21
849,3,1,5,1,5,4,4,5,2,most of the day,2,22,2,female,village,21+
850,4,1,5,2,1,5,5,2,4,few hours a day,5,17,0,female,city,Less than 21
851,5,5,5,4,5,3,1,3,5,few hours a day,1,20,2,male,city,Less than 21
852,5,3,5,4,3,5,2,1,4,few hours a day,4,19,2,male,village,Less than 21
853,5,1,5,3,3,5,1,3,5,few hours a day,4,30,4,female,village,21+
854,5,1,4,2,3,3,5,3,4,few hours a day,2,27,0,male,city,21+
855,5,4,5,4,4,3,4,3,4,few hours a day,3,19,1,male,city,Less than 21
856,5,3,5,4,4,5,4,2,3,few hours a day,2,17,1,female,city,Less than 21
857,5,5,5,2,1,5,2,2,4,most of the day,4,20,1,male,village,Less than 21
858,3,1,5,5,2,1,1,5,3,few hours a day,4,20,2,male,village,Less than 21
859,5,4,5,3,2,5,2,3,3,few hours a day,2,20,1,male,city,Less than 21
860,5,5,5,3,1,4,3,1,3,few hours a day,2,20,2,male,city,Less than 21
861,5,2,5,4,2,5,5,2,2,few hours a day,1,18,1,female,city,Less than 21
862,5,4,5,3,4,5,1,2,4,few hours a day,2,21,2,male,city,21+
863,5,5,5,3,1,5,2,3,3,few hours a day,3,21,1,male,village,21+
864,5,3,5,4,3,3,4,4,3,few hours a day,2,20,1,male,village,Less than 21
865,4,2,5,2,3,3,4,2,2,less than an hour a day,4,17,2,female,city,Less than 21
866,4,1,3,5,2,3,1,3,2,most of the day,1,23,1,male,city,21+
867,5,1,5,4,3,5,5,2,4,few hours a day,4,25,1,female,city,21+
868,5,2,4,2,2,4,1,2,4,few hours a day,4,18,0,male,village,Less than 21
869,5,1,5,5,1,5,3,4,2,few hours a day,5,18,1,female,city,Less than 21
870,5,4,5,2,3,2,4,1,3,few hours a day,4,25,1,female,city,21+
871,5,3,5,5,5,5,5,5,5,most of the day,1,21,1,male,village,21+
872,5,4,5,2,1,2,2,3,3,few hours a day,3,20,1,male,village,Less than 21
873,4,4,5,3,2,2,2,2,3,few hours a day,3,21,0,male,city,21+
874,5,3,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city,Less than 21
875,5,4,5,1,1,5,1,3,3,few hours a day,1,20,2,female,village,Less than 21
876,5,3,5,2,5,4,2,4,3,few hours a day,5,19,1,male,city,Less than 21
877,5,1,5,4,3,2,1,3,5,few hours a day,4,22,2,male,city,21+
878,4,4,5,2,4,4,2,2,4,less than an hour a day,4,26,3,male,city,21+
879,4,5,5,2,4,5,1,2,3,less than an hour a day,2,23,0,male,city,21+
880,5,4,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city,Less than 21
881,5,1,5,5,1,5,4,3,2,few hours a day,4,18,1,female,city,Less than 21
882,5,4,5,3,1,1,1,3,4,few hours a day,2,16,1,female,city,Less than 21
883,5,3,5,4,1,1,1,4,4,few hours a day,4,19,2,female,village,Less than 21
884,5,4,5,3,4,5,5,4,3,few hours a day,1,19,1,female,city,Less than 21
885,3,3,4,3,2,5,1,2,4,few hours a day,2,23,0,female,city,21+
886,5,2,5,1,4,1,1,2,2,few hours a day,2,21,1,male,city,21+
887,4,3,2,2,3,3,3,3,3,less than an hour a day,4,19,1,male,city,Less than 21
888,5,2,5,4,1,5,3,2,4,less than an hour a day,2,20,1,female,city,Less than 21
889,5,2,5,5,1,1,4,4,2,few hours a day,1,22,1,female,city,21+
890,5,4,5,1,4,3,2,3,3,few hours a day,3,20,1,male,city,Less than 21
891,5,3,5,4,2,4,3,3,3,few hours a day,3,21,2,male,village,21+
892,5,1,5,3,4,2,3,2,3,few hours a day,3,19,1,male,city,Less than 21
893,5,3,2,2,3,2,2,3,3,less than an hour a day,4,17,0,female,village,Less than 21
894,5,1,5,2,1,4,3,2,4,few hours a day,4,19,2,female,city,Less than 21
895,4,3,4,2,1,4,3,3,3,few hours a day,3,16,1,male,village,Less than 21
896,5,1,5,4,1,3,2,2,3,few hours a day,4,22,1,male,village,21+
897,5,2,4,2,4,3,2,2,3,few hours a day,2,23,2,male,city,21+
898,5,1,5,4,1,3,2,2,3,less than an hour a day,3,28,2,female,village,21+
899,5,1,3,4,3,5,1,3,3,few hours a day,2,20,2,male,city,Less than 21
900,5,1,4,2,2,3,2,3,4,few hours a day,3,21,1,male,city,21+
901,4,1,5,4,1,5,5,2,4,less than an hour a day,4,22,1,female,city,21+
902,5,2,5,4,3,3,4,2,3,few hours a day,2,NaN,NaN,male,city,21+
903,5,1,3,5,5,3,1,2,4,few hours a day,4,19,1,male,city,Less than 21
904,3,1,5,3,2,1,1,2,4,few hours a day,3,24,1,female,city,21+
905,5,3,5,5,1,2,1,1,3,few hours a day,4,23,1,male,city,21+
906,5,5,5,5,1,1,3,3,4,less than an hour a day,2,21,2,female,city,21+
907,5,1,4,2,2,2,3,3,1,most of the day,1,22,1,female,city,21+
908,5,3,5,2,2,2,3,4,4,few hours a day,3,18,1,male,city,Less than 21
909,5,2,3,3,2,3,2,5,5,less than an hour a day,4,28,2,female,city,21+
910,5,1,5,5,4,1,1,2,4,few hours a day,4,18,0,female,city,Less than 21
911,5,1,4,5,5,5,1,4,4,few hours a day,4,23,1,female,village,21+
912,5,3,4,4,3,4,NaN,3,4,less than an hour a day,4,22,1,female,village,21+
913,5,3,5,4,3,2,5,4,3,few hours a day,4,21,1,female,city,21+
914,5,2,5,5,3,3,1,5,2,few hours a day,1,20,1,female,city,Less than 21
915,4,4,5,1,2,5,4,3,4,few hours a day,5,18,1,female,city,Less than 21
916,4,1,5,4,1,4,1,4,3,few hours a day,1,21,1,male,city,21+
917,5,3,5,3,3,3,1,2,2,few hours a day,2,20,1,male,village,Less than 21
918,4,1,5,5,2,4,1,4,3,most of the day,4,21,1,female,village,21+
919,5,1,5,5,2,1,2,3,4,few hours a day,2,21,1,female,city,21+
920,4,1,3,3,1,1,3,1,3,few hours a day,3,20,2,female,city,Less than 21
921,5,3,4,2,3,4,2,2,1,few hours a day,4,17,0,male,city,Less than 21
922,5,4,5,2,3,5,5,3,3,few hours a day,3,20,1,female,city,Less than 21
923,5,3,5,3,1,3,4,4,4,few hours a day,2,23,3,female,city,21+
924,5,1,5,3,1,5,1,1,4,few hours a day,4,19,0,female,city,Less than 21
925,5,2,5,3,1,5,4,2,5,few hours a day,5,20,0,female,city,Less than 21
926,5,1,5,2,3,1,1,2,3,few hours a day,4,22,1,male,city,21+
927,5,3,5,1,1,5,1,3,4,few hours a day,4,19,1,female,city,Less than 21
928,5,3,5,3,1,5,5,3,2,few hours a day,4,19,0,female,city,Less than 21
929,3,3,3,4,3,3,2,1,3,few hours a day,3,27,1,female,city,21+
930,5,3,5,3,1,1,5,5,3,few hours a day,3,18,5,female,city,Less than 21
931,5,2,5,1,2,3,1,4,4,most of the day,4,18,2,male,city,Less than 21
932,5,4,5,1,3,2,5,2,4,few hours a day,5,20,1,female,city,Less than 21
933,5,1,5,4,2,5,5,4,3,few hours a day,3,17,3,female,city,Less than 21
934,5,4,5,2,2,4,4,2,3,few hours a day,2,19,0,NaN,city,Less than 21
935,5,1,5,3,1,5,5,3,3,few hours a day,3,16,1,female,city,Less than 21
936,4,3,4,2,2,2,5,4,3,few hours a day,2,21,0,female,city,21+
937,5,2,5,3,5,5,3,5,2,few hours a day,5,18,4,female,village,Less than 21
938,5,5,5,4,5,5,3,5,5,few hours a day,1,19,0,female,city,Less than 21
939,4,4,5,2,3,4,5,2,4,few hours a day,3,20,0,female,city,Less than 21
940,5,5,NaN,4,3,4,3,2,4,few hours a day,2,16,4,male,city,Less than 21
941,5,1,5,2,2,2,2,5,1,few hours a day,1,18,3,female,village,Less than 21
942,5,5,5,4,1,5,1,5,3,most of the day,4,24,0,male,village,21+
943,4,2,5,3,4,5,2,2,3,less than an hour a day,2,22,2,female,city,21+
944,5,2,5,4,2,5,5,2,4,few hours a day,3,19,1,female,village,Less than 21
945,5,1,3,4,5,5,1,1,3,few hours a day,1,22,1,male,city,21+
946,5,2,5,3,1,1,4,4,3,few hours a day,1,22,0,male,city,21+
947,5,1,4,2,1,3,3,4,3,few hours a day,3,16,1,female,village,Less than 21
948,5,2,5,4,5,5,4,2,4,few hours a day,4,18,1,female,village,Less than 21
949,5,2,5,1,2,5,1,3,3,most of the day,3,18,3,female,city,Less than 21
950,5,3,5,4,1,5,5,5,3,most of the day,5,15,0,male,village,Less than 21
951,4,5,5,1,3,1,3,4,1,most of the day,1,26,3,male,city,21+
952,5,4,4,3,5,2,2,2,4,few hours a day,5,19,1,male,city,Less than 21
953,5,1,5,4,3,4,5,3,3,few hours a day,4,20,1,female,city,Less than 21
954,5,4,4,2,4,4,3,2,4,few hours a day,3,20,0,female,city,Less than 21
955,5,1,4,5,5,5,2,2,3,few hours a day,3,19,1,female,city,Less than 21
956,5,1,5,3,2,4,1,4,3,most of the day,3,20,2,male,city,Less than 21
957,5,2,4,3,1,1,3,3,4,few hours a day,3,20,5,male,city,Less than 21
958,5,4,4,3,1,5,5,3,4,few hours a day,2,22,2,female,city,21+
959,4,1,4,4,3,4,5,4,4,few hours a day,2,24,1,female,city,21+
960,5,1,5,5,3,1,3,1,3,few hours a day,3,NaN,NaN,female,city,21+
961,5,4,5,5,5,5,1,3,3,few hours a day,5,20,3,male,village,Less than 21
962,5,1,3,5,3,1,1,4,4,less than an hour a day,5,21,1,female,village,21+
963,4,4,5,5,1,3,1,1,1,most of the day,4,23,0,male,city,21+
964,5,2,3,3,2,4,3,3,3,few hours a day,4,21,3,male,city,21+
965,5,4,5,5,1,1,5,5,3,few hours a day,3,17,2,female,city,Less than 21
966,5,1,5,5,1,5,1,1,1,less than an hour a day,1,19,1,female,city,Less than 21
967,5,2,5,5,5,4,1,2,4,few hours a day,4,18,1,male,city,Less than 21
968,5,3,5,2,5,4,1,2,3,few hours a day,3,19,2,male,city,Less than 21
969,5,1,5,3,3,1,2,1,2,few hours a day,2,19,2,male,village,Less than 21
970,5,1,5,2,4,3,2,5,3,few hours a day,1,22,1,male,city,21+
971,5,3,4,3,3,3,3,2,4,few hours a day,4,18,1,male,city,Less than 21
972,5,2,5,3,3,5,5,2,4,less than an hour a day,3,19,0,female,city,Less than 21
973,5,1,4,2,1,4,2,2,3,most of the day,4,20,2,female,city,Less than 21
974,5,2,5,3,5,3,3,1,1,few hours a day,3,21,0,female,city,21+
975,5,5,5,5,1,5,5,1,2,most of the day,3,23,1,female,village,21+
976,5,2,5,2,4,2,4,2,4,few hours a day,4,19,1,female,city,Less than 21
977,5,4,5,2,3,3,2,2,2,few hours a day,2,19,1,male,village,Less than 21
978,5,1,5,5,2,4,4,4,4,few hours a day,2,21,2,female,city,21+
979,5,2,5,5,3,4,4,2,3,few hours a day,3,19,0,male,city,Less than 21
980,5,1,5,5,1,3,5,2,4,less than an hour a day,1,18,2,female,city,Less than 21
981,5,1,5,5,1,1,5,4,2,most of the day,5,19,1,female,village,Less than 21
982,5,1,4,1,3,4,1,3,4,few hours a day,2,18,2,male,city,Less than 21
983,5,2,5,2,1,4,5,2,3,few hours a day,2,22,2,female,village,21+
984,5,1,4,1,1,4,5,3,1,most of the day,4,21,1,female,city,21+
985,5,1,5,4,1,2,4,3,1,few hours a day,5,20,1,female,city,Less than 21
986,4,4,4,5,5,1,1,3,3,few hours a day,1,19,3,female,city,Less than 21
987,4,1,4,5,2,2,2,4,2,few hours a day,3,20,1,male,city,Less than 21
988,5,NaN,5,5,4,1,1,5,3,few hours a day,1,19,0,male,city,Less than 21
989,5,5,3,5,1,1,1,5,3,most of the day,3,30,2,female,village,21+
990,5,1,5,3,1,1,1,2,2,few hours a day,1,29,1,male,city,21+
991,5,2,5,4,1,5,3,2,1,most of the day,3,21,0,male,city,21+
992,4,5,4,5,5,1,5,3,3,most of the day,1,30,1,male,city,21+
993,5,2,5,1,1,2,3,4,3,few hours a day,4,21,0,female,city,21+
994,5,1,5,5,1,5,4,3,4,few hours a day,3,20,0,female,city,Less than 21
995,5,5,5,3,4,5,1,4,4,few hours a day,4,18,0,female,city,Less than 21
996,5,1,3,4,1,2,2,2,4,few hours a day,3,20,0,male,NaN,Less than 21
997,5,1,4,1,2,5,4,2,NaN,less than an hour a day,3,19,1,female,NaN,Less than 21
998,5,5,5,3,5,1,1,2,3,few hours a day,4,28,1,male,city,21+
999,5,5,4,4,5,1,2,3,3,few hours a day,3,19,1,male,city,Less than 21
1000,5,3,5,3,1,5,1,3,2,few hours a day,1,16,1,female,city,Less than 21
1001,5,3,3,3,1,4,1,2,2,few hours a day,2,18,2,female,city,Less than 21
1002,5,3,3,2,1,2,1,3,2,few hours a day,4,22,1,male,city,21+
1003,4,4,5,3,1,5,4,3,4,few hours a day,3,20,1,female,city,Less than 21
1004,5,5,5,3,2,4,3,3,2,few hours a day,4,22,1,male,city,21+
1005,5,3,5,4,1,4,2,4,4,few hours a day,3,20,1,female,city,Less than 21
1006,4,4,5,4,5,5,1,1,4,less than an hour a day,3,27,5,male,village,21+
1007,4,1,4,2,3,5,2,4,4,most of the day,1,18,0,female,city,Less than 21
1008,5,2,5,3,1,4,3,3,3,most of the day,3,25,1,female,city,21+
1009,5,3,5,2,2,5,1,3,3,few hours a day,5,21,1,male,village,21+
