,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Number of Siblings,,Feels Lonely
284,1,1,5,2,4,4,3,1,3,most of the day,5,20,2,male,city,2-Jan,,FALSE
255,5,1,5,2,2,3,3,3,4,few hours a day,5,20,2,female,city,2-Jan,,FALSE
211,5,4,5,1,1,4,5,3,4,few hours a day,2,21,1,female,village,2-Jan,,FALSE
254,5,3,5,2,2,5,5,5,3,few hours a day,3,23,2,female,village,2-Jan,,TRUE
251,5,5,5,2,1,5,1,2,3,few hours a day,3,19,2,female,village,2-Jan,,FALSE
213,5,5,5,3,3,4,3,4,4,few hours a day,5,20,1,female,village,2-Jan,,TRUE
215,1,1,4,3,1,1,1,2,3,few hours a day,1,27,2,male,city,2-Jan,,FALSE
217,5,2,5,2,2,5,5,3,1,few hours a day,3,19,1,female,village,2-Jan,,FALSE
218,5,3,5,2,2,5,1,4,4,few hours a day,2,18,2,male,village,2-Jan,,TRUE
219,5,5,5,5,1,NaN,1,2,5,less than an hour a day,NaN,26,1,male,city,2-Jan,,FALSE
220,5,1,5,3,1,5,2,2,4,few hours a day,2,18,2,male,village,2-Jan,,FALSE
221,5,4,5,3,4,4,2,2,2,few hours a day,1,30,2,male,city,2-Jan,,FALSE
222,5,1,5,2,2,1,2,5,4,few hours a day,4,24,1,female,city,2-Jan,,TRUE
224,5,1,5,2,1,1,1,4,2,few hours a day,4,20,1,male,village,2-Jan,,TRUE
225,5,2,5,3,4,3,4,3,3,few hours a day,3,20,1,male,village,2-Jan,,FALSE
226,5,3,5,2,1,5,1,5,4,few hours a day,3,25,1,NaN,village,2-Jan,,TRUE
228,4,2,5,3,3,5,1,3,4,few hours a day,5,20,2,female,village,2-Jan,,FALSE
230,5,2,4,4,3,4,5,2,4,few hours a day,3,19,1,female,village,2-Jan,,FALSE
232,5,3,5,1,4,1,2,5,3,few hours a day,4,19,2,female,village,2-Jan,,TRUE
233,4,4,5,1,1,5,4,2,3,few hours a day,4,18,1,female,city,2-Jan,,FALSE
234,4,1,3,1,5,5,4,4,4,few hours a day,5,18,1,female,village,2-Jan,,TRUE
238,5,1,5,2,2,3,4,2,2,few hours a day,1,19,2,female,city,2-Jan,,FALSE
239,5,2,5,4,1,4,5,2,3,less than an hour a day,3,21,1,female,city,2-Jan,,FALSE
240,3,2,3,3,2,3,3,3,2,few hours a day,2,21,1,male,city,2-Jan,,FALSE
241,5,1,5,3,4,5,5,2,5,few hours a day,5,18,1,female,city,2-Jan,,FALSE
245,5,1,5,3,1,5,1,3,3,less than an hour a day,1,19,1,female,city,2-Jan,,FALSE
247,5,2,5,3,1,1,2,3,3,few hours a day,3,22,2,female,city,2-Jan,,FALSE
248,5,3,5,5,2,3,3,3,4,few hours a day,3,19,2,female,city,2-Jan,,FALSE
253,5,1,3,1,1,1,3,4,2,few hours a day,3,17,2,female,city,2-Jan,,TRUE
139,5,3,5,1,2,5,3,4,4,few hours a day,2,19,1,female,village,2-Jan,,TRUE
136,5,1,5,4,2,3,5,4,4,few hours a day,3,21,1,male,village,2-Jan,,TRUE
135,5,1,4,5,3,5,5,3,3,few hours a day,4,18,1,male,village,2-Jan,,FALSE
33,5,1,4,5,2,5,4,3,4,few hours a day,2,27,1,female,city,2-Jan,,FALSE
35,5,1,5,1,1,5,4,3,3,few hours a day,3,19,1,female,village,2-Jan,,FALSE
36,5,1,5,4,3,5,5,2,5,few hours a day,5,18,1,female,city,2-Jan,,FALSE
37,5,1,4,3,3,3,NaN,3,3,few hours a day,3,21,1,male,city,2-Jan,,FALSE
38,5,4,5,3,3,5,5,4,4,few hours a day,5,23,1,female,village,2-Jan,,TRUE
39,5,2,4,4,1,5,5,4,3,few hours a day,3,21,1,female,city,2-Jan,,TRUE
40,4,3,5,2,2,2,5,3,1,few hours a day,3,26,1,female,city,2-Jan,,FALSE
43,5,3,5,2,1,5,5,3,3,most of the day,3,20,1,female,city,2-Jan,,FALSE
44,4,4,5,4,3,5,5,4,3,few hours a day,4,25,1,female,village,2-Jan,,TRUE
45,5,3,5,5,5,4,5,4,1,most of the day,4,27,1,male,NaN,2-Jan,,TRUE
46,5,2,5,4,2,4,1,2,4,few hours a day,3,21,1,female,city,2-Jan,,FALSE
47,5,2,5,2,2,5,1,2,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
48,5,2,3,2,2,2,2,5,3,few hours a day,4,20,1,female,village,2-Jan,,TRUE
49,5,2,5,2,1,5,5,4,3,few hours a day,4,20,1,female,city,2-Jan,,TRUE
50,4,1,5,3,4,5,2,3,3,few hours a day,4,19,2,female,city,2-Jan,,FALSE
51,5,3,5,2,5,4,5,2,4,less than an hour a day,5,19,1,female,city,2-Jan,,FALSE
52,5,2,5,5,3,3,5,3,3,few hours a day,1,21,2,female,village,2-Jan,,FALSE
54,5,4,5,5,1,1,3,3,3,few hours a day,3,21,2,female,city,2-Jan,,FALSE
55,5,5,5,4,2,5,5,3,2,few hours a day,5,23,1,female,village,2-Jan,,FALSE
56,5,1,5,3,4,3,3,5,3,few hours a day,3,20,2,female,city,2-Jan,,TRUE
57,5,1,5,5,1,5,5,2,5,few hours a day,5,21,1,female,city,2-Jan,,FALSE
58,5,3,5,3,3,3,1,5,4,few hours a day,5,19,1,male,village,2-Jan,,TRUE
59,5,4,5,4,1,1,2,3,3,few hours a day,1,22,1,male,city,2-Jan,,FALSE
31,4,1,4,4,2,1,2,2,3,less than an hour a day,4,22,1,female,city,2-Jan,,FALSE
60,5,1,5,4,4,1,2,4,3,most of the day,5,23,1,male,city,2-Jan,,TRUE
30,4,3,5,2,1,3,5,2,3,few hours a day,2,25,1,male,city,2-Jan,,FALSE
28,5,3,5,5,1,3,4,3,3,few hours a day,3,20,2,male,village,2-Jan,,FALSE
1,4,1,5,1,5,5,1,2,2,few hours a day,3,19,2,female,city,2-Jan,,FALSE
2,5,1,5,1,5,5,1,5,3,few hours a day,2,20,2,female,city,2-Jan,,TRUE
3,5,2,5,4,4,1,5,5,2,most of the day,2,22,1,female,city,2-Jan,,TRUE
4,5,2,5,3,2,1,1,3,3,few hours a day,4,20,1,female,village,2-Jan,,FALSE
5,5,1,5,5,2,2,1,2,3,few hours a day,2,20,1,male,city,2-Jan,,FALSE
6,5,5,4,3,1,5,1,3,4,less than an hour a day,4,20,1,female,village,2-Jan,,FALSE
7,5,3,5,5,1,5,1,2,3,few hours a day,3,19,1,male,city,2-Jan,,FALSE
8,5,1,5,3,1,1,5,4,4,few hours a day,2,18,1,female,city,2-Jan,,TRUE
10,5,4,5,3,2,5,2,2,4,less than an hour a day,2,19,2,female,city,2-Jan,,FALSE
11,5,1,5,2,1,1,5,4,4,few hours a day,2,17,1,female,city,2-Jan,,TRUE
13,5,1,5,2,1,5,3,2,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
14,5,1,4,2,1,5,2,2,4,most of the day,5,22,1,female,city,2-Jan,,FALSE
16,5,4,5,1,1,5,5,2,3,few hours a day,3,19,2,female,city,2-Jan,,FALSE
17,5,1,5,3,1,5,4,4,1,few hours a day,1,20,1,female,village,2-Jan,,TRUE
18,5,4,5,3,5,4,1,4,3,few hours a day,4,18,2,male,city,2-Jan,,TRUE
19,5,3,3,2,3,1,4,2,2,few hours a day,2,18,1,male,city,2-Jan,,FALSE
20,5,3,5,5,2,3,2,2,3,few hours a day,2,20,1,male,city,2-Jan,,FALSE
21,5,1,5,4,3,5,1,4,3,few hours a day,2,24,1,male,city,2-Jan,,TRUE
22,5,3,5,3,1,5,5,3,3,few hours a day,5,22,1,female,city,2-Jan,,FALSE
24,5,3,5,4,2,3,5,4,4,few hours a day,3,19,1,female,city,2-Jan,,TRUE
25,5,2,5,2,3,3,5,2,4,few hours a day,2,20,1,female,city,2-Jan,,FALSE
26,5,2,5,3,2,5,1,4,5,few hours a day,5,22,1,female,city,2-Jan,,TRUE
27,4,4,5,2,1,5,5,3,4,few hours a day,3,19,1,female,city,2-Jan,,FALSE
29,5,3,5,5,2,2,5,3,3,few hours a day,4,19,2,female,village,2-Jan,,FALSE
61,5,4,5,3,3,5,3,4,4,few hours a day,2,23,1,male,city,2-Jan,,TRUE
62,5,5,5,5,4,1,5,1,4,few hours a day,3,23,2,male,city,2-Jan,,FALSE
63,5,5,5,4,NaN,3,NaN,2,3,few hours a day,3,22,2,male,city,2-Jan,,FALSE
104,4,3,4,5,2,2,1,1,4,few hours a day,2,21,1,male,village,2-Jan,,FALSE
105,5,1,4,4,1,4,1,2,3,few hours a day,4,24,1,male,village,2-Jan,,FALSE
106,5,3,5,4,3,1,2,4,3,few hours a day,4,19,1,male,city,2-Jan,,TRUE
107,5,1,3,1,1,4,1,1,5,less than an hour a day,1,18,1,female,city,2-Jan,,FALSE
108,4,2,5,1,3,3,5,5,2,few hours a day,1,17,1,female,city,2-Jan,,TRUE
110,5,4,4,3,2,3,4,3,3,few hours a day,4,21,1,male,city,2-Jan,,FALSE
111,5,4,4,3,1,1,5,5,3,most of the day,2,22,1,female,village,2-Jan,,TRUE
112,5,4,5,2,2,3,4,3,3,less than an hour a day,4,20,1,female,city,2-Jan,,FALSE
113,3,5,4,2,1,5,3,2,4,few hours a day,2,21,1,female,village,2-Jan,,FALSE
114,5,1,5,5,1,5,5,2,4,less than an hour a day,4,19,1,female,city,2-Jan,,FALSE
116,5,1,4,2,1,4,5,5,4,few hours a day,3,21,1,female,city,2-Jan,,TRUE
118,5,1,5,3,4,4,2,3,3,few hours a day,4,23,1,male,city,2-Jan,,FALSE
119,4,3,3,4,4,3,2,2,4,few hours a day,5,16,1,female,village,2-Jan,,FALSE
121,4,3,4,1,4,3,1,2,2,few hours a day,2,21,2,male,city,2-Jan,,FALSE
125,5,2,5,4,2,5,4,3,4,few hours a day,3,20,1,female,city,2-Jan,,FALSE
126,3,1,3,5,2,1,1,4,3,few hours a day,4,20,2,female,village,2-Jan,,TRUE
127,4,3,5,4,3,2,2,3,2,most of the day,2,19,1,female,city,2-Jan,,FALSE
129,5,1,5,4,1,5,2,2,3,less than an hour a day,3,20,1,female,village,2-Jan,,FALSE
130,4,3,5,5,2,1,4,1,4,few hours a day,4,19,1,female,village,2-Jan,,FALSE
131,5,3,5,1,1,3,2,3,2,few hours a day,4,18,2,male,village,2-Jan,,FALSE
132,5,1,5,1,4,5,5,5,2,most of the day,5,15,1,female,village,2-Jan,,TRUE
133,5,1,5,4,1,4,4,2,4,less than an hour a day,2,20,2,female,city,2-Jan,,FALSE
134,5,4,5,3,1,4,5,5,1,few hours a day,1,16,1,female,village,2-Jan,,TRUE
101,5,1,4,5,1,3,5,3,3,few hours a day,2,18,1,male,village,2-Jan,,FALSE
100,5,2,5,3,2,2,4,3,4,few hours a day,4,21,1,female,city,2-Jan,,FALSE
99,5,1,3,3,5,4,5,3,4,less than an hour a day,4,18,1,female,city,2-Jan,,FALSE
98,3,3,3,1,1,1,5,5,1,few hours a day,3,22,1,male,village,2-Jan,,TRUE
65,4,4,5,5,2,3,1,3,3,few hours a day,1,17,1,male,city,2-Jan,,FALSE
66,4,5,4,3,5,1,1,3,3,less than an hour a day,3,20,1,male,village,2-Jan,,FALSE
68,5,4,5,2,5,4,4,4,2,few hours a day,1,18,1,female,village,2-Jan,,TRUE
70,5,3,5,2,1,2,4,3,5,few hours a day,3,17,1,male,city,2-Jan,,FALSE
71,4,3,4,5,2,5,3,3,3,few hours a day,4,20,1,male,city,2-Jan,,FALSE
72,5,1,5,3,1,2,5,5,3,few hours a day,3,28,1,female,city,2-Jan,,TRUE
73,5,3,5,4,1,5,3,3,4,few hours a day,3,21,1,male,city,2-Jan,,FALSE
74,5,2,5,4,1,3,3,3,4,few hours a day,5,22,1,male,city,2-Jan,,FALSE
75,5,1,4,5,2,4,1,2,3,few hours a day,3,20,1,male,village,2-Jan,,FALSE
76,4,1,4,2,1,3,1,2,4,few hours a day,2,18,1,male,city,2-Jan,,FALSE
77,5,5,5,4,1,1,5,1,4,few hours a day,1,21,1,female,city,2-Jan,,FALSE
285,5,1,5,2,2,5,5,2,3,few hours a day,4,20,2,female,city,2-Jan,,FALSE
78,4,4,5,2,3,3,3,2,4,few hours a day,4,24,1,female,village,2-Jan,,FALSE
80,5,3,5,5,1,5,3,3,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
81,5,3,5,3,1,2,1,3,3,few hours a day,3,22,1,male,city,2-Jan,,FALSE
82,5,1,5,4,1,5,3,5,3,few hours a day,3,18,1,female,city,2-Jan,,TRUE
83,5,5,5,NaN,1,5,5,2,2,few hours a day,3,22,2,female,city,2-Jan,,FALSE
85,5,4,5,4,5,1,2,3,2,most of the day,2,22,2,male,city,2-Jan,,FALSE
89,5,1,5,3,1,2,2,3,4,few hours a day,4,22,2,female,village,2-Jan,,FALSE
93,5,1,4,2,4,3,2,3,2,few hours a day,4,24,2,male,village,2-Jan,,FALSE
94,5,4,5,3,1,3,2,2,1,most of the day,3,21,1,male,city,2-Jan,,FALSE
95,5,2,5,4,1,4,4,4,2,few hours a day,1,21,1,male,city,2-Jan,,TRUE
96,5,4,2,1,1,1,4,2,2,few hours a day,1,19,1,male,city,2-Jan,,FALSE
97,5,2,5,3,4,5,2,5,3,most of the day,2,19,1,male,village,2-Jan,,TRUE
79,5,4,5,4,2,5,5,3,4,few hours a day,4,21,2,female,city,2-Jan,,FALSE
286,5,1,5,4,1,5,4,3,1,few hours a day,2,27,1,female,city,2-Jan,,FALSE
261,5,1,5,3,4,5,3,4,3,few hours a day,2,18,1,female,city,2-Jan,,TRUE
288,5,5,4,2,1,3,3,3,3,few hours a day,3,22,2,male,city,2-Jan,,FALSE
413,5,3,5,4,3,4,3,3,3,few hours a day,3,21,2,male,village,2-Jan,,FALSE
414,5,2,5,4,3,3,4,1,3,few hours a day,3,18,2,male,city,2-Jan,,FALSE
415,5,3,5,1,1,1,5,5,3,few hours a day,1,19,1,female,village,2-Jan,,TRUE
416,4,4,NaN,2,5,3,3,3,2,few hours a day,3,20,1,female,village,2-Jan,,FALSE
417,5,1,5,4,5,5,4,5,3,most of the day,2,18,1,male,village,2-Jan,,TRUE
418,5,1,5,1,1,5,5,2,3,less than an hour a day,3,18,1,female,village,2-Jan,,FALSE
420,5,1,5,5,1,2,3,2,4,few hours a day,3,20,1,female,village,2-Jan,,FALSE
421,5,2,5,5,4,5,2,3,3,few hours a day,5,18,1,female,village,2-Jan,,FALSE
422,5,5,5,4,1,5,5,3,4,few hours a day,4,28,1,female,city,2-Jan,,FALSE
423,5,2,4,2,1,5,2,2,3,few hours a day,5,24,1,female,village,2-Jan,,FALSE
424,5,5,5,3,1,5,5,3,3,few hours a day,2,19,2,female,city,2-Jan,,FALSE
426,5,1,4,1,1,1,5,1,2,less than an hour a day,3,22,1,female,city,2-Jan,,FALSE
427,5,2,5,3,1,1,5,3,2,few hours a day,1,19,1,male,city,2-Jan,,FALSE
428,5,3,5,2,2,5,4,4,4,few hours a day,4,18,2,female,city,2-Jan,,TRUE
430,5,3,5,4,2,4,3,3,3,less than an hour a day,4,19,1,female,village,2-Jan,,FALSE
431,4,5,5,2,5,3,3,3,4,few hours a day,5,19,2,male,village,2-Jan,,FALSE
432,5,1,4,5,2,3,2,4,2,few hours a day,3,20,1,male,city,2-Jan,,TRUE
434,5,4,5,5,1,4,3,4,4,few hours a day,2,18,1,male,city,2-Jan,,TRUE
435,5,1,4,2,1,5,5,3,4,few hours a day,2,18,1,female,city,2-Jan,,FALSE
436,4,3,4,2,2,2,3,5,3,few hours a day,1,19,1,male,city,2-Jan,,TRUE
438,5,1,5,1,1,4,5,5,3,few hours a day,1,18,2,female,village,2-Jan,,TRUE
412,5,5,2,4,1,5,1,5,3,less than an hour a day,3,21,1,female,city,2-Jan,,TRUE
410,5,1,5,3,4,5,1,2,3,few hours a day,3,20,1,male,village,2-Jan,,FALSE
408,5,1,4,3,1,1,3,2,4,few hours a day,2,21,1,female,city,2-Jan,,FALSE
407,5,2,5,4,2,5,4,2,3,less than an hour a day,3,19,1,female,city,2-Jan,,FALSE
381,5,1,5,5,2,5,2,1,3,few hours a day,2,21,1,female,city,2-Jan,,FALSE
383,5,2,5,1,5,1,2,2,3,most of the day,3,22,1,male,city,2-Jan,,FALSE
384,5,1,2,2,5,1,5,4,3,few hours a day,2,19,1,female,city,2-Jan,,TRUE
385,5,3,5,3,3,1,1,3,2,few hours a day,2,25,1,male,city,2-Jan,,FALSE
387,5,2,5,2,2,5,1,3,3,few hours a day,4,25,2,female,city,2-Jan,,FALSE
388,5,3,5,3,4,5,5,2,3,few hours a day,3,25,1,female,city,2-Jan,,FALSE
390,4,3,5,5,3,2,2,1,4,few hours a day,4,20,2,male,city,2-Jan,,FALSE
391,4,1,4,4,4,2,3,3,4,few hours a day,3,24,2,female,city,2-Jan,,FALSE
392,5,2,5,3,3,1,3,4,3,less than an hour a day,4,30,2,female,city,2-Jan,,TRUE
393,5,1,5,5,1,3,1,3,3,few hours a day,4,21,1,male,city,2-Jan,,FALSE
439,5,4,5,4,3,1,1,1,4,few hours a day,4,19,1,male,city,2-Jan,,FALSE
395,5,5,5,4,4,1,1,3,2,few hours a day,3,21,1,male,city,2-Jan,,FALSE
398,5,5,5,3,4,1,3,2,5,few hours a day,3,20,1,female,village,2-Jan,,FALSE
399,5,1,5,5,4,5,1,1,2,less than an hour a day,3,22,1,female,city,2-Jan,,FALSE
400,5,4,5,5,5,1,2,2,3,most of the day,3,19,1,male,village,2-Jan,,FALSE
401,5,1,4,2,1,1,1,2,4,few hours a day,4,20,1,female,village,2-Jan,,FALSE
402,5,3,5,5,1,5,1,4,4,most of the day,3,25,1,male,city,2-Jan,,TRUE
403,2,1,4,2,2,4,1,4,3,less than an hour a day,2,23,2,male,village,2-Jan,,TRUE
404,5,5,5,2,2,5,2,4,3,few hours a day,5,20,2,female,village,2-Jan,,TRUE
405,4,2,4,5,2,3,3,3,4,few hours a day,3,20,1,female,city,2-Jan,,FALSE
287,5,3,5,4,1,4,5,3,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
406,5,4,5,1,1,1,1,1,3,less than an hour a day,4,21,1,female,village,2-Jan,,FALSE
397,5,1,5,1,4,5,2,3,4,most of the day,3,21,1,female,village,2-Jan,,FALSE
440,5,4,5,4,1,3,5,3,5,few hours a day,3,19,1,female,city,2-Jan,,FALSE
441,5,1,5,1,2,5,1,3,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
444,5,4,5,3,4,1,2,4,3,few hours a day,4,19,1,female,city,2-Jan,,TRUE
481,5,5,5,5,1,1,1,3,4,few hours a day,3,22,1,male,city,2-Jan,,FALSE
482,3,1,5,4,4,5,2,1,3,few hours a day,4,22,2,male,city,2-Jan,,FALSE
483,5,1,5,3,4,3,4,5,3,few hours a day,1,20,1,female,city,2-Jan,,TRUE
484,5,2,5,4,4,1,5,3,3,few hours a day,2,20,1,female,city,2-Jan,,FALSE
485,5,1,5,1,1,1,5,5,3,few hours a day,3,19,1,female,city,2-Jan,,TRUE
486,3,2,5,4,3,1,5,2,2,few hours a day,2,28,1,female,city,2-Jan,,FALSE
488,5,1,5,5,3,3,1,3,4,few hours a day,2,22,1,male,city,2-Jan,,FALSE
489,5,1,5,5,1,2,5,1,3,few hours a day,4,20,2,female,village,2-Jan,,FALSE
490,4,4,1,1,1,1,5,3,4,less than an hour a day,3,16,1,female,city,2-Jan,,FALSE
491,5,1,5,2,2,2,5,3,3,less than an hour a day,3,19,1,female,city,2-Jan,,FALSE
480,5,4,5,3,3,5,2,3,4,few hours a day,3,21,2,female,city,2-Jan,,FALSE
492,5,2,5,5,3,5,4,5,4,few hours a day,2,20,2,female,city,2-Jan,,TRUE
494,5,1,5,2,4,1,1,3,4,few hours a day,3,19,1,female,city,2-Jan,,FALSE
495,5,2,5,2,2,4,4,3,4,most of the day,4,20,2,female,city,2-Jan,,FALSE
496,3,2,4,3,3,2,5,3,3,less than an hour a day,3,25,1,female,city,2-Jan,,FALSE
497,5,1,3,3,1,1,1,1,2,less than an hour a day,3,20,1,female,city,2-Jan,,FALSE
500,5,4,5,4,3,5,2,4,4,few hours a day,3,19,2,female,city,2-Jan,,TRUE
501,5,2,4,3,4,1,5,4,3,few hours a day,5,21,1,female,city,2-Jan,,TRUE
1008,5,2,5,3,1,4,3,3,3,most of the day,3,25,1,female,city,2-Jan,,FALSE
504,5,1,5,3,5,5,1,1,4,few hours a day,2,21,1,female,village,2-Jan,,FALSE
506,5,2,5,2,2,4,2,1,4,few hours a day,2,19,1,male,city,2-Jan,,FALSE
507,5,1,4,3,2,3,5,4,3,few hours a day,3,21,1,female,village,2-Jan,,TRUE
493,5,2,5,3,2,5,2,2,3,most of the day,5,21,1,male,city,2-Jan,,FALSE
380,5,5,5,3,2,4,2,2,3,most of the day,4,20,1,female,city,2-Jan,,FALSE
479,5,2,5,2,1,5,3,2,3,few hours a day,3,20,1,female,city,2-Jan,,FALSE
474,5,5,5,3,5,5,3,2,4,few hours a day,3,19,1,male,village,2-Jan,,FALSE
445,5,1,5,4,1,5,5,2,4,few hours a day,3,20,1,female,city,2-Jan,,FALSE
446,4,4,5,1,3,2,4,3,3,few hours a day,2,19,1,male,city,2-Jan,,FALSE
448,5,3,5,3,4,4,3,2,3,few hours a day,2,19,1,female,village,2-Jan,,FALSE
449,5,1,5,2,3,NaN,4,3,3,few hours a day,5,19,1,female,village,2-Jan,,FALSE
450,5,1,5,3,2,5,1,3,3,few hours a day,1,22,1,male,village,2-Jan,,FALSE
451,5,3,4,3,2,3,2,1,4,less than an hour a day,4,20,1,male,village,2-Jan,,FALSE
452,5,3,5,1,3,5,5,1,4,less than an hour a day,3,28,2,female,city,2-Jan,,FALSE
453,5,1,5,2,2,3,4,3,3,few hours a day,5,19,1,female,village,2-Jan,,FALSE
455,5,4,5,1,2,3,4,4,5,less than an hour a day,3,19,1,female,village,2-Jan,,TRUE
456,5,1,5,5,5,5,1,1,5,few hours a day,5,22,2,male,city,2-Jan,,FALSE
476,5,1,5,3,1,5,2,3,3,few hours a day,3,20,2,female,city,2-Jan,,FALSE
457,5,4,5,3,5,2,2,3,3,few hours a day,5,19,2,male,city,2-Jan,,FALSE
460,5,1,5,4,1,5,1,2,3,few hours a day,1,22,2,male,city,2-Jan,,FALSE
462,4,3,4,3,3,2,3,4,4,few hours a day,4,NaN,2,female,village,2-Jan,,TRUE
464,5,3,3,2,1,1,4,2,5,few hours a day,3,22,1,female,city,2-Jan,,FALSE
465,5,2,5,5,2,1,1,1,4,less than an hour a day,4,17,1,female,city,2-Jan,,FALSE
467,4,2,5,1,3,1,5,2,4,few hours a day,4,20,1,female,village,2-Jan,,FALSE
468,5,2,3,3,4,4,2,2,4,few hours a day,3,18,1,female,village,2-Jan,,FALSE
469,5,4,5,3,3,1,1,4,2,most of the day,4,22,2,male,city,2-Jan,,TRUE
470,4,1,4,4,2,2,1,3,4,few hours a day,5,19,1,female,village,2-Jan,,FALSE
471,5,2,5,3,3,1,3,1,3,few hours a day,1,20,1,male,city,2-Jan,,FALSE
472,3,1,3,2,5,2,1,5,3,few hours a day,3,25,1,male,village,2-Jan,,TRUE
458,5,5,1,5,1,1,1,1,5,few hours a day,3,18,1,female,village,2-Jan,,FALSE
379,5,2,5,3,3,3,2,3,4,few hours a day,3,25,2,male,city,2-Jan,,FALSE
1009,5,3,5,2,2,5,1,3,3,few hours a day,5,21,1,male,village,2-Jan,,FALSE
378,5,3,5,4,5,5,2,2,4,few hours a day,2,20,2,female,city,2-Jan,,FALSE
322,5,1,4,5,1,5,2,2,4,few hours a day,2,18,1,female,city,2-Jan,,FALSE
323,5,1,3,2,3,5,4,4,3,few hours a day,4,20,1,male,village,2-Jan,,TRUE
324,5,2,5,1,2,3,2,3,4,few hours a day,3,18,1,female,city,2-Jan,,FALSE
325,5,4,4,5,1,5,2,3,4,less than an hour a day,4,19,1,male,village,2-Jan,,FALSE
327,5,1,5,3,2,5,5,3,3,few hours a day,5,20,1,female,city,2-Jan,,FALSE
329,5,3,5,3,2,4,2,5,3,few hours a day,2,17,1,female,city,2-Jan,,TRUE
332,4,1,5,3,4,5,3,5,4,few hours a day,5,22,2,female,village,2-Jan,,TRUE
333,5,2,4,5,3,5,3,3,5,few hours a day,3,16,1,female,city,2-Jan,,FALSE
334,5,1,5,4,1,2,4,5,4,few hours a day,4,24,1,female,city,2-Jan,,TRUE
335,5,4,5,5,3,3,1,4,2,few hours a day,3,17,1,male,city,2-Jan,,TRUE
336,5,4,5,1,5,4,5,2,4,few hours a day,5,17,1,male,city,2-Jan,,FALSE
337,5,5,5,3,4,5,3,2,1,few hours a day,1,17,2,male,city,2-Jan,,FALSE
339,5,1,5,5,1,5,2,3,4,few hours a day,2,18,2,female,city,2-Jan,,FALSE
340,5,1,4,5,1,1,5,2,3,few hours a day,4,18,2,female,village,2-Jan,,FALSE
341,5,5,5,3,1,2,5,5,2,most of the day,1,16,1,male,village,2-Jan,,TRUE
342,5,3,3,2,4,5,5,2,4,most of the day,3,20,1,female,city,2-Jan,,FALSE
343,5,1,4,2,1,5,3,3,4,less than an hour a day,3,29,2,female,city,2-Jan,,FALSE
346,5,4,5,5,1,5,1,2,3,few hours a day,1,17,1,male,city,2-Jan,,FALSE
347,5,2,5,2,2,1,2,4,3,most of the day,1,18,1,male,city,2-Jan,,TRUE
319,5,3,5,3,1,3,5,1,5,few hours a day,3,18,1,female,city,2-Jan,,FALSE
317,5,4,5,1,3,5,1,3,4,few hours a day,3,19,2,male,city,2-Jan,,FALSE
316,5,4,4,3,2,5,3,2,3,less than an hour a day,3,20,1,female,city,2-Jan,,FALSE
315,5,1,4,4,1,1,5,3,4,few hours a day,1,20,1,male,city,2-Jan,,FALSE
290,4,1,5,4,1,2,1,4,4,few hours a day,1,20,1,female,city,2-Jan,,TRUE
291,4,2,4,4,2,3,2,2,3,few hours a day,3,20,1,male,village,2-Jan,,FALSE
292,5,2,5,3,1,5,4,3,4,few hours a day,4,21,1,female,city,2-Jan,,FALSE
293,5,1,5,4,5,5,2,4,1,few hours a day,3,16,1,female,village,2-Jan,,TRUE
294,5,1,3,5,1,5,5,4,2,less than an hour a day,3,19,1,female,city,2-Jan,,TRUE
295,5,1,5,3,1,5,3,2,4,few hours a day,3,18,1,female,village,2-Jan,,FALSE
296,5,5,5,4,4,4,1,1,3,few hours a day,1,23,1,male,city,2-Jan,,FALSE
299,5,1,5,3,1,4,5,2,4,few hours a day,3,22,1,female,city,2-Jan,,FALSE
300,5,1,3,3,3,2,1,2,3,most of the day,4,18,1,female,city,2-Jan,,FALSE
348,5,2,5,3,3,4,5,3,3,few hours a day,2,16,1,male,city,2-Jan,,FALSE
301,4,1,5,5,2,3,1,2,4,few hours a day,4,20,1,male,city,2-Jan,,FALSE
303,4,1,5,4,5,5,4,4,4,few hours a day,4,25,1,female,city,2-Jan,,TRUE
304,5,1,5,4,1,1,3,3,1,few hours a day,3,18,2,female,city,2-Jan,,FALSE
306,5,4,5,3,4,5,5,4,4,few hours a day,4,15,1,female,city,2-Jan,,TRUE
307,5,1,5,2,5,1,5,5,4,few hours a day,4,19,2,female,city,2-Jan,,TRUE
308,5,4,4,3,2,3,3,3,4,few hours a day,3,19,2,female,city,2-Jan,,FALSE
310,5,5,3,1,2,5,3,4,4,few hours a day,3,19,1,male,city,2-Jan,,TRUE
312,2,2,5,2,2,3,2,3,3,few hours a day,2,15,1,male,city,2-Jan,,FALSE
313,5,2,5,3,1,3,5,2,4,few hours a day,3,20,1,female,city,2-Jan,,FALSE
314,5,5,5,5,5,5,2,2,4,few hours a day,3,20,2,male,village,2-Jan,,FALSE
302,5,1,5,3,1,1,1,3,4,less than an hour a day,3,19,1,female,village,2-Jan,,FALSE
