,YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
966,2004,assistant to the president for communications,9/1/2004,Political Aide,Dan Bartlett
967,2004,actress,9/13/2004,Acting,Drew Barrymore
968,2004,Former Assistant to the President for Communic...,9/14/2004,Political Aide,Pat Buchanan
969,2004,actor,9/15/2004,Acting,Alec Baldwin
970,2004,actress,9/16/2004,Acting,Gwyneth Paltrow
971,2004,us senator,9/2/2004,Politician,Sen. John McCain
972,2004,adviser,9/21/2004,Consultant,Richard Clarke
973,2004,former governor of montans,9/22/2004,Politician,Gov. Marc Racicot
974,2004,actor,9/23/2004,Acting,Matthew Broderick
975,2004,actress,9/27/2004,Acting,Rosie Perez
976,2004,activist,9/28/2004,Advocacy,Ralph Reed
977,2004,Journalist,9/29/2004,Media,Seymour Hersh
978,2004,commentator,9/3/2004,Media,Chris Matthews
979,2004,political figure,9/30/2004,Politician,Wesley Clark
980,2004,former mayor of new york,9/30/2004,Politician,Rudolph Giuliani
981,2005,lawyer,1/10/2005,Misc,John Grisham
982,2005,actor,1/11/2005,Acting,Samuel L. Jackson
983,2005,actor,1/12/2005,Acting,Dennis Quaid
984,2005,actress,1/13/2005,Acting,Annette Bening
985,2005,journalist,1/17/2005,Media,Brian Ross
986,2005,writer,1/18/2005,Media,Jim Wallis
987,2005,Historian,1/19/2005,Academic,Michael Beschloss
988,2005,us senator,1/20/2005,Politician,Sen. Joe Lieberman
989,2005,Political figure,1/24/2005,Politician,Richard Viguerie
990,2005,Journalist,1/25/2005,Media,Seymour Hersh
991,2005,actor,1/26/2005,Acting,John Leguizamo
992,2005,former governor of new jersey,1/27/2005,Politician,Christine Todd Whitman
993,2005,journalist,1/31/2005,Media,Fareed Zakaria
994,2005,actor,1/4/2005,Acting,Paul Giamatti
995,2005,actor,1/5/2005,Acting,Don Cheadle
996,2005,historian,1/6/2005,Academic,Howard Zinn
997,2005,singer-songwriter,10/17/2005,Musician,Dolly Parton
998,2005,television host,10/18/2005,Media,Bill O'Reilly
999,2005,us assistant attorney,10/19/2005,Government,Louis Freeh
1000,2005,actor,10/20/2005,Acting,"Dwayne The Rock"" Johnson"""
1001,2005,Commentator,10/24/2005,Media,William Kristol
1002,2005,united states senator,10/25/2005,Politician,Al Franken
1003,2005,biographer,10/26/2005,Media,Doris Kearns Goodwin
1004,2005,military officer,10/27/2005,Military,Janis Karpinski
1005,2005,writer,10/3/2005,Media,David Rakoff
1006,2005,actor,10/31/2005,Acting,D.L. Hughley
1007,2005,actress,10/4/2005,Acting,Cameron Diaz
1008,2005,us senator,10/5/2005,Politician,Sen. John Edwards
1009,2005,actor,10/6/2005,Acting,Philip Seymour Hoffman
1010,2005,us senator,11/1/2005,Politician,Sen. Barbara Boxer
1011,2005,actor,11/10/2005,Acting,Chris Elliott
1012,2005,Businesswoman,11/14/2005,Business,Martha Stewart
1013,2005,actress,11/15/2005,Acting,Rosario Dawson
1014,2005,author,11/16/2005,Media,John Hodgman
1015,2005,adviser,11/17/2005,Consultant,Richard Clarke
1016,2005,American football wide receiver,11/2/2005,Athletics,Mike Wallace
1017,2005,actor,11/28/2005,Acting,Adrien Brody
1018,2005,Author,11/29/2005,Media,Peggy Noonan
1019,2005,lawyer,11/3/2005,Misc,Robert Ray
1020,2005,former speaker of the the house,11/30/2005,Politician,Rep. Nancy Pelosi
1021,2005,us senator,11/7/2005,Politician,Sen. Barack Obama
1022,2005,us senator,11/8/2005,Politician,Sen. John McCain
1023,2005,actress,11/9/2005,Acting,Keira Knightley
1024,2005,Rock duo,12/1/2005,Musician,The White Stripes
1025,2005,radio personality,12/13/2005,Media,Howard Stern
1026,2005,Journalist,12/14/2005,Media,Tom Brokaw
1027,2005,actress,12/15/2005,Acting,Sarah Jessica Parker
1028,2005,former president,12/5/2005,Politician,Jimmy Carter
1029,2005,actress,12/6/2005,Acting,Michelle Yeoh
1030,2005,author,12/7/2005,Media,David McCullough
1031,2005,writer,12/8/2005,Media,Ken Auletta
1032,2005,Singer-songwriter,2/1/2005,Musician,Paula Abdul
1033,2005,Writer,2/14/2005,Media,Redmond O'Hanlon
1034,2005,comedian,2/15/2005,Comedy,Eric Idle
1035,2005,actor,2/16/2005,Acting,Alan Cumming
1036,2005,consultant,2/17/2005,Political Aide,Mark P. Mills
1037,2005,journalist,2/2/2005,Media,Anderson Cooper
1038,2005,Film actress,2/22/2005,Acting,Rachel Weisz
1039,2005,Journalist,2/23/2005,Media,Peter Jennings
1040,2005,actress,2/24/2005,Acting,Christina Ricci
1041,2005,former governor of nebraska,2/28/2005,Politician,Ben Nelson
1042,2005,journalist,2/3/2005,Media,Joe Klein
1043,2005,foreign policy strategist,3/1/2005,Academic,Nancy Soderberg
1044,2005,Economist,3/10/2005,Academic,Paul Krugman
1045,2005,philosopher,3/14/2005,Academic,Harry Frankfurt
1046,2005,Correspondent,3/15/2005,Media,Tom Fenton
1047,2005,singer,3/16/2005,Musician,Al Green
1048,2005,television host,3/17/2005,Media,Craig Ferguson
1049,2005,actor,3/2/2005,Acting,The Rock
1050,2005,actress,3/21/2005,Acting,Sandra Bullock
1051,2005,actress,3/22/2005,Acting,Catherine Keener
1052,2005,Singer,3/23/2005,Musician,Ozzy Osbourne
1053,2005,Music Producer,3/24/2005,Musician,RZA
1054,2005,former white house press secretary,3/3/2005,Political Aide,Ari Fleischer
1055,2005,Film actress,3/7/2005,Acting,Melissa Boyle Mahle
1056,2005,journalist,3/8/2005,Media,Brian Williams
1057,2005,actor,3/9/2005,Acting,Bruce Willis
1058,2005,columnist,4/11/2005,Media,Byron York
1059,2005,american politician,4/12/2005,Politician,Bob Dole
1060,2005,journalist,4/13/2005,Media,John Avlon
1061,2005,actor,4/14/2005,Acting,David Duchovny
1062,2005,Former United States Secretary of Labor,4/18/2005,Politician,Robert Reich
1063,2005,Author,4/19/2005,Media,Sarah Vowell
1064,2005,stand-up comedian,4/20/2005,Comedy,Dennis Miller
1065,2005,Professor,4/21/2005,Academic,Reza Aslan
1066,2005,attorney,4/25/2005,Misc,Floyd Abrams
1067,2005,rapper,4/26/2005,Musician,Ice Cube
1068,2005,author,4/27/2005,Media,Christina Hoff Sommers
1069,2005,economist,4/28/2005,Academic,Steven Levitt
1070,2005,Basketball player,4/4/2005,Athletics,Reggie Miller
1071,2005,Journalist,4/5/2005,Media,Thomas L. Friedman
1072,2005,actor,4/6/2005,Acting,Matthew McConaughey
1073,2005,actress,4/7/2005,Acting,Drew Barrymore
1074,2005,Comedian,5/10/2005,Comedy,Wanda Sykes
1075,2005,television personality,5/11/2005,Media,Al Roker
1076,2005,television actress,5/12/2005,Acting,Tracey Ullman
1077,2005,Former United States Senator,5/2/2005,Politician,Zell Miller
1078,2005,journalist,5/3/2005,Media,Christiane Amanpour
1079,2005,journalist,5/31/2005,Media,Gerald Posner
1080,2005,actor,5/4/2005,Acting,Martin Short
1081,2005,Former Governor of Pennsylvania,5/5/2005,Politician,Tom Ridge
1082,2005,film actress,5/9/2005,Acting,Kathleen Turner
1083,2005,singer,6/1/2005,Musician,Bo Bice
1084,2005,Scholar,6/13/2005,Academic,Larry Diamond
1085,2005,actor,6/14/2005,Acting,Will Ferrell
1086,2005,professor,6/15/2005,Academic,Flynt Leverett
1087,2005,writer,6/16/2005,Media,Kenneth Timmerman
1088,2005,actor,6/2/2005,Acting,Russell Crowe
1089,2005,Musician,6/20/2005,Musician,Ringo Starr
1090,2005,singer-songwriter,6/21/2005,Musician,Dwight Yoakam
1091,2005,former white house press secretary,6/22/2005,Political Aide,Bill Moyers
1092,2005,former governor of vermont,6/23/2005,Politician,Howard Dean
1093,2005,author,6/27/2005,Media,Hanna Rosin
1094,2005,Documentary Filmmaker,6/28/2005,Media,Morgan Spurlock
1095,2005,Former U.S. Representative,6/6/2005,Politician,Newt Gingrich
1096,2005,Author,6/7/2005,Media,Steven Johnson
1097,2005,former us secretary of defense,6/8/2005,Politician,Colin Powell
1098,2005,Journalist,6/9/2005,Media,Matt Lauer
1099,2005,professor,7/11/2005,Academic,Marci Hamilton
1100,2005,Author,7/12/2005,Media,Matt Taibbi
1101,2005,writer,7/13/2005,Media,Bernard Goldberg
1102,2005,Journalist,7/14/2005,Media,Michael Isikoff
1103,2005,journalist,7/18/2005,Media,Carl Bernstein
1104,2005,journalist,7/18/2005,Media,Bob Woodward
1105,2005,actor,7/19/2005,Acting,Billy Bob Thornton
1106,2005,radio host,7/20/2005,Media,Robert F. Kennedy Jr.
1107,2005,journalist,7/21/2005,Media,Fareed Zakaria
1108,2005,us senator,7/25/2005,Politician,Sen. Rick Santorum
1109,2005,actress,7/26/2005,Acting,Diane Lane
1110,2005,sportscaster,7/27/2005,Media,Bob Costas
1111,2005,actress,7/28/2005,Acting,Maggie Gyllenhaal
1112,2005,journalist,8/10/2005,Media,John Hockenberry
1113,2005,rapper,8/11/2005,Musician,Andr?? Benjamin
1114,2005,actor,8/15/2005,Acting,Steve Carell
1115,2005,Journalist,8/16/2005,Media,Seymour Hersh
1116,2005,novelist,8/17/2005,Media,John Irving
1117,2005,author,8/18/2005,Media,"John H. Richardson, Jr."
1118,2005,us senator,8/2/2005,Politician,Sen. Joe Biden
1119,2005,television host,8/22/2005,Media,Chris Wallace
1120,2005,Film actress,8/23/2005,Acting,Rachel Weisz
1121,2005,us senator,8/24/2005,Politician,Sen. Trent Lott
1122,2005,author,8/25/2005,Media,Christopher Hitchens
1123,2005,author,8/3/2005,Media,John Crawford
1124,2005,Broadcaster,8/4/2005,Media,Miles O'Brien
1125,2005,actor,8/8/2005,Acting,Paul Rudd
1126,2005,actress,8/9/2005,Acting,Kate Hudson
1127,2005,journalist,9/12/2005,Media,Chris Mooney
1128,2005,Writer,9/13/2005,Media,Kurt Vonnegut
1129,2005,historian,9/14/2005,Academic,Dr. Edward J. Larson
1130,2005,mathematician,9/14/2005,Academic,Dr. William A. Dembski
1131,2005,psychic,9/14/2005,Misc,Ellie Crystal
1132,2005,actress,9/15/2005,Acting,Gwyneth Paltrow
1133,2005,actor,9/20/2005,Acting,Alan Alda
1134,2005,Comedian,9/21/2005,Comedy,Ricky Gervais
1135,2005,actor,9/22/2005,Acting,George Clooney
1136,2005,author,9/26/2005,Media,Dr. Irwin Redlener
1137,2005,actor,9/27/2005,Acting,Viggo Mortensen
1138,2005,comedian,9/28/2005,Comedy,Jeff Garlin
1139,2005,us senator,9/29/2005,Politician,Sen. Chuck Schumer
1140,2005,doctor,9/6/2005,Science,Dr. Marc Siegel
1141,2005,actor,9/7/2005,Acting,Samuel L. Jackson
1142,2005,journalist,9/8/2005,Media,Brian Williams
1143,2006,actor,1/10/2006,Acting,Albert Brooks
1144,2006,Broadcaster,1/11/2006,Media,Peter Bergen
1145,2006,lawyer,1/12/2006,Misc,Edward Lazarus
1146,2006,author,1/16/2006,Media,Eugene Jarecki
1147,2006,diplomat,1/17/2006,Government,L. Paul Bremer
1148,2006,lawyer,1/18/2006,Misc,R. James Woolsey
1149,2006,actor,1/19/2006,Acting,Josh Lucas
1150,2006,commentator,1/23/2006,Media,Fred Barnes
1151,2006,Professor,1/24/2006,Academic,Reza Aslan
1152,2006,actor,1/25/2006,Acting,Anthony Hopkins
1153,2006,intellectual,1/26/2006,Academic,Bernard-Henri L??vy
1154,2006,singer,1/30/2006,Musician,Randy Jackson
1155,2006,basketball player,1/31/2006,Athletics,Charles Barkley
1156,2006,journalist,1/4/2006,Media,George Packer
1157,2006,actor,1/5/2006,Acting,Pierce Brosnan
1158,2006,journalist,1/9/2006,Media,James Risen
1159,2006,stand-up comedian,10/10/2006,Comedy,David Cross
1160,2006,television personality,10/11/2006,Media,Lou Dobbs
1161,2006,journalist,10/12/2006,Media,David Mark
1162,2006,essayist,10/16/2006,Media,Frank Rich
1163,2006,actress,10/17/2006,Acting,Amy Sedaris
1164,2006,former governor of missouri,10/18/2006,Politician,John Ashcroft
1165,2006,actress,10/19/2006,Acting,Kirsten Dunst
1166,2006,Former United States Senator,10/2/2006,Politician,Trent Lott
1167,2006,stand-up comedian,10/3/2006,Comedy,Dennis Miller
1168,2006,basketball player,10/30/2006,Athletics,LeBron James
1169,2006,political scientist,10/31/2006,Consultant,John Mueller
1170,2006,political scientist,10/4/2006,Consultant,Ian Bremmer
1171,2006,writer,10/5/2006,Media,David Rakoff
1172,2006,former white house chief of staff,10/9/2006,Politician,James Baker
1173,2006,NaN,11/1/2006,NaN,None
1174,2006,actress,11/13/2006,Acting,Tina Fey
1175,2006,former american senator,11/14/2006,Politician,John Edwards
1176,2006,Broadcaster,11/15/2006,Media,Ted Koppel
1177,2006,Entrepreneur,11/16/2006,Business,Muhammad Yunus
1178,2006,actor,11/2/2006,Acting,Sacha Baron Cohen
1179,2006,Mayor of Chicago,11/27/2006,Politician,Rahm Emanuel
1180,2006,Singer-songwriter,11/28/2006,Musician,Tom Waits
1181,2006,actor,11/29/2006,Acting,George Clooney
1182,2006,Rock duo,11/30/2006,Musician,Tenacious D
1183,2006,comedian,11/6/2006,Comedy,Jerry Seinfeld
1184,2006,journalist,11/7/2006,Media,Dan Rather
1185,2006,former governor of vermont,11/8/2006,Politician,Howard Dean
1186,2006,actor,11/9/2006,Acting,Dustin Hoffman
1187,2006,former governor of rhode island,12/11/2006,Politician,Lincoln Chafee
1188,2006,journalist,12/12/2006,Media,Fareed Zakaria
1189,2006,Comedian,12/13/2006,Comedy,Ricky Gervais
1190,2006,Journalist,12/14/2006,Media,Rajiv Chandrasekaran
1191,2006,United States Secretary of Agriculture,12/18/2006,Politician,Tom Vilsack
1192,2006,commentator,12/19/2006,Media,Bill Kristol
1193,2006,actor,12/20/2006,Acting,Ben Stiller
1194,2006,actor,12/4/2006,Acting,Nathan Lane
1195,2006,former us senator,12/5/2006,Politician,John Danforth
1196,2006,author,12/6/2006,Media,Eve Herold
1197,2006,high-altitude mountaineer,12/7/2006,Athletics,Ed Viesturs
1198,2006,Historian,2/1/2006,Academic,Michael Beschloss
1199,2006,astronaut,2/13/2006,Science,Astronaut Mike Mullane
1200,2006,Economist,2/14/2006,Academic,Peter Tertzakian
1201,2006,actress,2/15/2006,Acting,Julianne Moore
1202,2006,actor,2/16/2006,Acting,Ed Harris
1203,2006,journalist,2/2/2006,Media,"Robert O'Harrow, Jr."
1204,2006,Author,2/21/2006,Media,Sarah Vowell
1205,2006,actor,2/22/2006,Acting,Matthew Fox
1206,2006,Film critic,2/23/2006,Media,Roger Ebert
1207,2006,communications consultant,2/7/2006,Political Aide,Torie Clarke
1208,2006,actor,2/8/2006,Acting,Harrison Ford
1209,2006,actor,2/9/2006,Acting,Will Arnett
1210,2006,author,3/13/2006,Media,Eric Burns
1211,2006,scholar,3/14/2006,Academic,Bart Ehrman
1212,2006,actress,3/15/2006,Acting,Natalie Portman
1213,2006,actor,3/16/2006,Acting,Vin Diesel
1214,2006,actor,3/20/2006,Acting,Clive Owen
1215,2006,author,3/21/2006,Media,Georges Sada
1216,2006,us senator,3/22/2006,Politician,Senator Russ Feingold
1217,2006,Professor,3/23/2006,Academic,Michael Mandelbaum
1218,2006,journalist,3/27/2006,Media,Michael Gordon
1219,2006,journalist,3/28/2006,Media,Fareed Zakaria
1220,2006,Singer,3/29/2006,Musician,Queen Latifah
1221,2006,actress,3/30/2006,Acting,Sharon Stone
1222,2006,author,3/7/2006,Media,Eugene Linden
1223,2006,Singer-songwriter,3/8/2006,Musician,Neil Young
1224,2006,historian,3/9/2006,Academic,Bruce Bartlett
1225,2006,editor,4/17/2006,Media,Jon Meacham
1226,2006,journalist,4/18/2006,Media,Ryan Nerz
1227,2006,actor,4/19/2006,Acting,Dennis Quaid
1228,2006,Former United States Senator,4/20/2006,Politician,Ted Kennedy
1229,2006,israeli official,4/24/2006,Government,Efraim Halevy
1230,2006,actor,4/25/2006,Acting,Tom Selleck
1231,2006,Author,4/26/2006,Media,Kimberley Strassel
1232,2006,actor,4/27/2006,Acting,Robin Williams
1233,2006,Comedian,4/3/2006,Comedy,Ricky Gervais
1234,2006,Author,4/4/2006,Media,Studs Terkel
1235,2006,military,4/5/2006,Military,Tony Zinni
1236,2006,actor,4/6/2006,Acting,Josh Hartnett
1237,2006,Journalist,5/1/2006,Media,Matthew Continetti
1238,2006,comedian,5/10/2006,Comedy,Billy Connolly
1239,2006,political scientist,5/11/2006,Consultant,Francis Fukuyama
1240,2006,former governor of vermont,5/15/2006,Politician,Howard Dean
1241,2006,actor,5/16/2006,Acting,Denis Leary
1242,2006,Columnist,5/17/2006,Media,Ramesh Ponnuru
1243,2006,Singer-songwriter,5/18/2006,Musician,Willie Nelson
1244,2006,Former United States Secretary of State,5/2/2006,Politician,Madeleine Albright
1245,2006,inspector general of homeland security department,5/3/2006,Government,Clark Kent Ervin
1246,2006,actor,5/4/2006,Acting,John Malkovich
1247,2006,journalist,5/8/2006,Media,David Remnick
1248,2006,reporter,5/9/2006,Media,Eric Shawn
1249,2006,journalist,6/12/2006,Media,Thomas Friedman
1250,2006,American Political figure,6/13/2006,Politician,Ken Mehlman
1251,2006,journalist,6/14/2006,Media,Tim Russert
1252,2006,comedian,6/15/2006,Comedy,Louis C.K.
1253,2006,journalist,6/19/2006,Media,Calvin Trillin
1254,2006,journalist,6/20/2006,Media,Juliet Eilperin
1255,2006,journalist,6/21/2006,Media,Anderson Cooper
1256,2006,actor,6/22/2006,Acting,Adam Sandler
1257,2006,Professional Road Racing Cyclist,6/26/2006,Athletics,Lance Armstrong
1258,2006,author,6/27/2006,Media,Helen Thomas
1259,2006,former vice president,6/28/2006,Politician,Al Gore
1260,2006,actor,6/29/2006,Acting,Kevin Spacey
1261,2006,author,6/5/2006,Media,Caroline Kennedy
1262,2006,former us secretary of education,6/6/2006,Politician,William John Bennett
1263,2006,actress,6/7/2006,Acting,Bonnie Hunt
1264,2006,actress,6/8/2006,Acting,Lily Tomlin
1265,2006,telvision actor,7/10/2006,Acting,Ilario Pantano
1266,2006,former white house counsel,7/11/2006,Political Aide,John Dean
1267,2006,actor,7/12/2006,Acting,Shawn Wayans
1268,2006,actor,7/13/2006,Acting,Owen Wilson
1269,2006,lawyer,7/17/2006,Misc,Gordon G. Chang
1270,2006,Film director,7/18/2006,Media,M. Night Shyamalan
1271,2006,author,7/19/2006,Media,James Maguire
1272,2006,actor,7/20/2006,Acting,Paul Giamatti
1273,2006,us senator,7/24/2006,Politician,John McCain
1274,2006,actor,7/25/2006,Acting,Edward Burns
1275,2006,Journalist,7/26/2006,Media,Sharon Weinberger
1276,2006,political expert,7/27/2006,Consultant,Alon Ben-Meir
1277,2006,actor,7/31/2006,Acting,Will Ferrell
1278,2006,Academic,8/1/2006,Academic,Vali Nasr
1279,2006,race car driver,8/10/2006,Athletics,"Dale Earnhardt, Jr."
1280,2006,Journalist,8/14/2006,Media,Thomas E. Ricks
1281,2006,actor,8/15/2006,Acting,Samuel L. Jackson
1282,2006,Former Governor of New Jersey,8/16/2006,Politician,Thomas Kean
1283,2006,actor,8/17/2006,Acting,Matt Dillon
1284,2006,filmmaker,8/2/2006,Media,Chris Paine
1285,2006,Professor,8/21/2006,Academic,Reza Aslan
1286,2006,Former member of the United States Senate,8/22/2006,Politician,William Cohen
1287,2006,author,8/23/2006,Media,Frederick S. Lane
1288,2006,actor,8/24/2006,Acting,Martin Short
1289,2006,actor,8/3/2006,Acting,Danny DeVito
1290,2006,journalist,8/8/2006,Media,Brian Williams
1291,2006,editor,8/9/2006,Media,Craig Glenday
1292,2006,actress,9/11/2006,Acting,Maggie Gyllenhaal
1293,2006,former us senator,9/12/2006,Politician,Gary Hart
1294,2006,political figure,9/13/2006,Politician,Ed Gillespie
1295,2006,Stand-up comedian,9/14/2006,Comedy,Norm Macdonald
1296,2006,us president,9/18/2006,Politician,Bill Clinton
1297,2006,actor,9/19/2006,Acting,Ben Affleck
1298,2006,stunt perfomrer,9/20/2006,Acting,Johnny Knoxville
1299,2006,documentarian,9/21/2006,Media,CC Goldwater
1300,2006,Former Assistant to the President for Communic...,9/25/2006,Political Aide,Pat Buchanan
1301,2006,Former President of Pakistan,9/26/2006,Politician,Pervez Musharraf
1302,2006,united states senator,9/27/2006,Politician,Al Franken
1303,2006,former governor of new jersey,9/28/2006,Politician,Jim McGreevey
1304,2007,actress,1/1/2007,Acting,Meryl Streep
1305,2007,author,1/1/2007,Media,Sam Sheridan
1306,2007,former governor of arkansas,1/10/2007,Politician,Fmr. Gov. Mike Huckabee
1307,2007,Film actor,1/11/2007,Acting,Peter O'Toole
1308,2007,author,1/15/2007,Media,Josh Bernstein
1309,2007,Historian,1/16/2007,Academic,Michael Oren
1310,2007,american football wide reciever,1/17/2007,Athletics,Jerry Rice
1311,2007,actress,1/18/2007,Acting,Robin Wright Penn
1312,2007,military,1/22/2007,Military,Gen. Rupert Smith
1313,2007,Governor of Virginia,1/23/2007,Politician,Terry McAuliffe
1314,2007,Former White House Press Secretary,1/24/2007,Political Aide,Scott McClellan
1315,2007,us senator,1/25/2007,Politician,Sen. Chuck Schumer
1316,2007,busines magnate,1/29/2007,Business,Bill Gates
1317,2007,Astrophysicist,1/30/2007,Science,Neil deGrasse Tyson
1318,2007,us senator,1/31/2007,Politician,Sen. Joe Biden
1319,2007,comedian,1/8/2007,Comedy,Louis C.K.
1320,2007,philosopher,1/9/2007,Academic,Harry Frankfurt
1321,2007,commentator,10/1/2007,Media,Jack Cafferty
1322,2007,Author,10/10/2007,Media,Lynne Cheney
1323,2007,journalist,10/11/2007,Media,Howard Kurtz
1324,2007,Former White House Press Secretary,10/15/2007,Political Aide,Tony Snow
1325,2007,Comedian,10/16/2007,Comedy,Stephen Colbert
1326,2007,actor,10/17/2007,Acting,Jake Gyllenhaal
1327,2007,actor,10/18/2007,Acting,Ben Affleck
1328,2007,commentator,10/2/2007,Media,Chris Matthews
1329,2007,Columnist,10/29/2007,Media,Michael Gerson
1330,2007,Broadcaster,10/3/2007,Media,Ted Koppel
1331,2007,author,10/30/2007,Media,Valerie Plame Wilson
1332,2007,baseball player,10/31/2007,Athletics,David Wright
1333,2007,law professor,10/4/2007,Academic,Jack Goldsmith
1334,2007,Former President of Mexico,10/8/2007,Politician,Vicente Fox
1335,2007,American football running back,10/9/2007,Athletics,Tiki Barber
1336,2007,comedian,11/1/2007,Comedy,Jerry Seinfeld
1337,2007,actress,2/1/2007,Acting,Sienna Miller
1338,2007,academic,2/12/2007,Academic,Jeffrey Rosen
1339,2007,author,2/13/2007,Media,Christopher Horner
1340,2007,author,2/14/2007,Media,Ishmael Beah
1341,2007,journalist,2/15/2007,Media,Meredith Vieira
1342,2007,entrepreneur,2/26/2007,Business,Craig Newmark
1343,2007,basketball player,2/27/2007,Athletics,John Amaechi
1344,2007,actor,2/28/2007,Acting,Jake Gyllenhaal
1345,2007,Chef,2/5/2007,Misc,Walter Scheib
1346,2007,television host,2/6/2007,Media,Mike Rowe
1347,2007,activist,2/7/2007,Advocacy,Ralph Nader
1348,2007,musician,2/8/2007,Musician,John Mellencamp
1349,2007,minister,3/1/2007,Clergy,Rev. Al Sharpton
1350,2007,us senator,3/12/2007,Politician,Sen. Christopher Dodd
1351,2007,director,3/13/2007,Media,John Waters
1352,2007,Former United States National Security Advisor,3/14/2007,Government,Zbigniew Brzezinski
1353,2007,actress,3/15/2007,Acting,Sandra Bullock
1354,2007,Professor,3/19/2007,Academic,Stephen Prothero
1355,2007,lawyer,3/20/2007,Misc,John Bolton
1356,2007,journalist,3/21/2007,Media,Chris Hansen
1357,2007,actor,3/22/2007,Acting,Don Cheadle
1358,2007,us senator,3/26/2007,Politician,Sen. John Kerry
1359,2007,stand-up comedian,3/27/2007,Comedy,Dennis Miller
1360,2007,former governor of new mexico,3/28/2007,Politician,Gov. Bill Richardson
1361,2007,Psychologist,3/29/2007,Academic,Philip Zimbardo
1362,2007,journalist,3/5/2007,Media,Bob Woodruff
1363,2007,Surgeon,3/6/2007,Science,Richard Jadick
1364,2007,Trumpeter,3/7/2007,Musician,Wynton Marsalis
1365,2007,0,3/8/2007,NaN,John Bambenek
1366,2007,physician,3/8/2007,Science,Dr. Sharon Moalem
1367,2007,Writer,4/10/2007,Media,Walter Isaacson
1368,2007,actress,4/11/2007,Acting,Halle Berry
1369,2007,Writer,4/12/2007,Media,Richard Preston
1370,2007,former white house chief of staff,4/16/2007,Politician,Andrew Card
1371,2007,television Actor,4/17/2007,Acting,Sig Hansen
1372,2007,minister of defense,4/18/2007,Politician,Ali Allawi
1373,2007,editor,4/19/2007,Media,Jeremy Scahill
1374,2007,Reporter,4/23/2007,Media,Matthew Cooper
1375,2007,us senator,4/24/2007,Politician,Sen. John McCain
1376,2007,comedian,4/25/2007,Comedy,Garry Shandling
1377,2007,actor,4/26/2007,Acting,Richard Gere
1378,2007,author,4/30/2007,Media,Christopher Hitchens
1379,2007,former american senator,4/9/2007,Politician,Bill Bradley
1380,2007,actor,5/1/2007,Acting,Tobey Maguire
1381,2007,Professor,5/10/2007,Academic,Reza Aslan
1382,2007,broadcaster,5/14/2007,Media,Jeremy Paxman
1383,2007,journalist,5/15/2007,Media,Tim Russert
1384,2007,comedian,5/16/2007,Comedy,Don Rickles
1385,2007,editor,5/17/2007,Media,Brink Lindsey
1386,2007,Film-maker,5/2/2007,Media,Pierre Rehov
1387,2007,Journalist,5/21/2007,Media,Zaki Chehab
1388,2007,Former United States Secretary of Education,5/22/2007,Politician,Margaret Spellings
1389,2007,military,5/23/2007,Military,Lt. Col. Kevin Robbins
1390,2007,former vice president,5/24/2007,Politician,Al Gore
1391,2007,Broadcaster,5/3/2007,Media,Ted Koppel
1392,2007,writer,5/7/2007,Media,Lee Gutkind
1393,2007,professor,5/8/2007,Academic,George Tenet
1394,2007,Historian,5/9/2007,Academic,Michael Beschloss
1395,2007,comedian,6/11/2007,Comedy,David Steinberg
1396,2007,political consultant,6/12/2007,Consultant,Robert Shrum
1397,2007,historian,6/13/2007,Academic,Allan Brandt
1398,2007,actress,6/14/2007,Acting,Angelina Jolie
1399,2007,actor,6/18/2007,Acting,Steve Carell
1400,2007,journalist,6/19/2007,Media,Brian Williams
1401,2007,journalist,6/20/2007,Media,Fareed Zakaria
1402,2007,writer,6/21/2007,Media,Greg Bear
1403,2007,journalist,6/25/2007,Media,Steve Vogel
1404,2007,actor,6/26/2007,Acting,Bruce Willis
1405,2007,Filmmaker,6/27/2007,Media,Michael Moore
1406,2007,actress,6/28/2007,Acting,Claire Danes
1407,2007,us representative,6/4/2007,Politician,Rep. Ron Paul
1408,2007,actor,6/5/2007,Acting,Paul Rudd
1409,2007,Pundit,6/6/2007,Consultant,Michael Barone
1410,2007,stand-up comedian,6/7/2007,Comedy,Eddie Izzard
1411,2007,broadcaster,7/16/2007,Media,Josh Rushing
1412,2007,actor,7/17/2007,Acting,Christopher Walken
1413,2007,Cartoonist,7/18/2007,Media,Matt Groening
1414,2007,actor,7/19/2007,Acting,Adam Sandler
1415,2007,Astrophysicist,7/23/2007,Science,Neil deGrasse Tyson
1416,2007,professor,7/24/2007,Academic,Robert Pallitto
1417,2007,Correspondent,7/25/2007,Media,Rob Gifford
1418,2007,Historian,7/26/2007,Academic,Robert Dallek
1419,2007,journalist,7/30/2007,Media,Alastair Campbell
1420,2007,advocate,7/31/2007,Advocacy,Lewis Gordon Pugh
1421,2007,author,8/1/2007,Media,Jed Babbin
1422,2007,commentator,8/13/2007,Media,Bill Kristol
1423,2007,actor,8/14/2007,Acting,Denis Leary
1424,2007,Columnist,8/15/2007,Media,Stephen F. Hayes
1425,2007,us senator,8/16/2007,Politician,Sen. John McCain
1426,2007,actor,8/2/2007,Acting,Matt Damon
1427,2007,Author,8/20/2007,Media,Nikolas Kozloff
1428,2007,author,8/21/2007,Media,Alan Weisman
1429,2007,us senator,8/22/2007,Politician,Sen. Barack Obama
