,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
1094,The University of Texas at Tyler,1116300,6,1059,0.3618,0.4204,0.644652,2602,7971,0.801162791,12255,53622.93,15162
1095,Texas Christian University,363600,6,1220,0.1278,0.2726,0.432829,6675,9920,0.8872,19500,76266.48,32005
1096,Texas Lutheran University,364100,6,1006,0.3959,0.694,0.507246,1460,6961,0.801916933,19875,65468.32,18425
1097,The University of Texas of the Permian Basin,993000,6,965,0.2313,0.2122,0.844887,1642,7630,0.788235294,7750,47475.29,5823
1098,The University of Texas at San Antonio,1011500,6,1043,0.4397,0.5059,0.779511,16026,9387,0.748636265,14795,63798.29,11843
1099,Texas Southern University,364200,6,817,0.6398,0.6751,0.509011,5124,7552,0.484069887,14000,53781.71,19221
1100,Texas Tech University,364400,6,1134,0.2808,0.4637,0.630595,20518,9058,0.857751064,15700,65284.89,16804
1101,Texas Wesleyan University,364500,6,1003,0.4262,0.5175,0.459504,2015,7261,0.575163399,15000,62890.39,24775
1102,Texas Woman's University,364600,6,941,0.4544,0.5351,0.859179,4476,8208,0.770623743,14152,69739.2,9105
1103,Trinity University,364700,6,1294,0.1687,0.5484,0.480316,2356,10269,0.953658537,21251,78650.29,24581
1104,Wayland Baptist University,366300,6,911,0.3548,0.4462,0.987085,4634,4810,0.773480663,12500,52818.65,15438
1105,West Texas A & M University,366500,6,971,0.3925,0.5163,0.668886,5623,7573,0.794661191,12000,51385.91,12771
1106,Brigham Young University-Provo,367000,7,1290,0.3716,0.1805,0.480487,29688,10331,0.905792045,8500,64914.81,12597
1107,Brigham Young University-Hawaii,160600,8,1098,0.24,0.1697,0.356222,2353,8801,0.869281046,5500,69190.39,9764
1108,Southern Utah University,367800,7,1078,0.3827,0.5133,0.721354,5729,6183,0.884210526,7250,55546.63,14434
1109,Utah State University,367700,7,1084,0.3679,0.3339,0.966704,17903,8652,0.904179409,8000,60534.36,11559
1110,University of Utah,367500,7,1130,0.2988,0.3351,0.814276,19718,9971,0.869042851,12000,69474.52,13969
1111,Westminster College,368100,7,1124,0.2387,0.4572,0.95952,1878,8363,0.902152642,18500,70649.66,22078
1112,Castleton University,368300,1,959,0.3592,0.7542,0.967726,1480,6342,0.892787524,19500,61392.97,16679
1113,Champlain College,368400,1,1156,0.2254,0.5794,0.661715,2530,8227,0.918803419,19500,72226.81,33674
1114,Johnson State College,368800,1,975,0.5028,0.7106,0.951765,1361,6942,0.779069767,16038,60809.44,14852
1115,Lyndon State College,368900,1,937,0.3908,0.7191,0.984746,1188,6114,0.808383234,15956.5,58494.41,14810
1116,Middlebury College,369100,1,1383,0.1334,0.247,0.174446,2292,10741,0.900355872,14736,77169.17,23303
1117,Southern Vermont College,369300,1,894,0.5538,0.844,0.631263,455,5344,PrivacySuppressed,22143,60680.57,19866
1118,University of Vermont,369600,1,1211,0.1743,0.4445,0.708515,8618,9807,0.925672595,17750,74257.05,17414
1119,Averett University,370200,5,913,0.5164,0.7723,0.605386,1707,5951,0.69456067,17708,58009.31,20054
1120,Bluefield College,370300,5,923,0.4946,0.7457,0.932735,820,4828,0.677595628,13460,55033.82,19778
1121,Bridgewater College,370400,5,1034,0.2717,0.7232,0.492695,1223,6430,0.921409214,21500,65460.25,19722
1122,College of William and Mary,370500,5,1353,0.1105,0.2753,0.344636,5585,11066,0.913306452,18500,83534.79,18300
1123,Regent University,3091300,5,1051,0.4716,0.7425,0.841083,13,7528,0.634686347,11145,64029.38,17986
1124,Christopher Newport University,370600,5,1155,0.1523,0.4949,0.601005,5101,8263,0.900347625,20500,79798.8,22618
1125,Emory & Henry College,370900,5,980,0.3854,0.7381,0.763736,975,6243,0.907834101,18125,53554.3,20166
1126,Eastern Mennonite University,370800,5,1009,0.3297,0.7473,0.61715,1086,6003,0.927350427,15000,59648.45,21344
1127,Ferrum College,371100,5,881,0.5706,0.9042,0.72947,914,6037,0.838235294,15000,59937.19,17798
1128,George Mason University,374900,5,1153,0.2658,0.4429,0.688686,15185,10612,0.869641809,16000,95275.15,19245
1129,Hampden-Sydney College,371300,5,1112,0.1982,0.6072,0.547923,976,8091,0.862745098,22160,68823.49,27154
1130,Hampton University,371400,5,1020,0.3857,0.6729,0.690485,4891,6256,0.621112158,21500,65714.12,28272
1131,Hollins University,371500,5,1124,0.4597,0.7013,0.609942,806,6796,0.708333333,19000,65801,17408
1132,James Madison University,372100,5,1134,0.1463,0.3907,0.725733,14280,8315,0.935210312,18015,81580.49,19669
1133,Liberty University,2053000,5,1070,0.4988,0.6656,0.215649,5403,4594,0.748647024,12500,62401.61,23815
1134,Longwood University,371900,5,985,0.2315,0.5411,0.789016,3387,7258,0.916067146,19331,69841.16,19650
1135,Lynchburg College,372000,5,1014,0.3267,0.6867,0.69406,1748,7337,0.793650794,22500,73876.57,21592
1136,Mary Baldwin University,372300,5,1009,0.5791,0.8285,0.9708,1388,6689,0.721068249,18750,62187.09,18653
1137,University of Mary Washington,374600,5,1110,0.167,0.4447,0.826518,4103,7683,0.913862719,15000,83782.23,20186
1138,Marymount University,372400,5,999,0.2708,0.5709,0.684799,2004,8249,0.866438356,20832,89815.48,25146
1139,Norfolk State University,376500,5,808,0.6296,0.7629,0.789366,5890,7907,0.420982736,24772,56695.39,13258
1140,Old Dominion University,372800,5,1020,0.3653,0.5682,0.831125,12786,8963,0.705342903,16221,63797.48,15935
1141,Randolph-Macon College,373300,5,1098,0.2389,0.67,0.663747,1171,8001,0.889344262,24250,76295.38,25266
1142,Randolph College,373400,5,1014,0.2904,0.643,0.805302,741,7731,0.78,19000,68832.25,24215
1143,University of Richmond,374400,5,1337,0.1817,0.3906,0.311116,3652,11913,0.828096118,19500,83716.34,23329
1144,Roanoke College,373600,5,1092,0.2546,0.6772,0.724624,1677,7447,0.889108911,23250,74630.57,27985
1145,Shenandoah University,373700,5,1005,0.2542,0.7738,0.82045,1339,7604,0.744680851,19500,74666.57,27779
1146,Sweet Briar College,374200,5,1098,0.2836,0.5195,0.949495,749,6905,0.81300813,12594.5,72916.57,24606
1147,The University of Virginia's College at Wise,374700,5,942,0.4023,0.4162,0.768714,1447,5397,0.834782609,12000,48782.99,9062
1148,Virginia Polytechnic Institute and State Unive...,375400,5,1210,0.172,0.4227,0.734066,21428,10882,0.890760347,21500,77607.85,20172
1149,Virginia Commonwealth University,373500,5,1097,0.2857,0.5137,0.789538,16505,8788,0.703014417,18750,72221.8,21741
1150,University of Virginia-Main Campus,374500,5,1364,0.1265,0.2594,0.29786,13712,13262,0.908944831,17250,79524.13,19430
1151,Virginia Military Institute,375300,5,1139,0.1406,0.4759,0.528387,1300,7605,0.938461539,21500,73425.96,17687
1152,Virginia State University,376400,5,857,0.7212,0.8366,0.769774,3473,7291,0.514592934,21500,59119.77,13617
1153,Virginia Union University,376600,5,772,0.7385,0.8904,0.490391,1241,5660,0.424242424,16500,59784.74,19160
1154,Virginia Wesleyan College,376700,5,982,0.4031,0.7102,0.925405,1421,7700,0.811912226,17750,71508.51,24141
1155,Washington and Lee University,376800,5,1395,0.0952,0.2196,0.238795,1705,12611,PrivacySuppressed,19500,80995.13,24472
1156,Central Washington University,377100,8,978,0.3511,0.5042,0.816173,7603,7781,0.724137931,15000,63170.67,15170
1157,Eastern Washington University,377500,8,970,0.3747,0.6586,0.820751,7567,8178,0.851960784,15000,56952.77,13145
1158,The Evergreen State College,815500,8,1067,0.4536,0.5222,0.978784,3901,7927,0.683050848,13168,63843.36,12633
1159,Gonzaga University,377800,8,1205,0.1677,0.4871,0.734879,3019,8849,0.922572179,23500,67848.44,32083
1160,Northwest University,378300,8,996,0.3796,0.7484,0.637076,1039,6297,0.863387978,13000,71872.75,19226
1161,Pacific Lutheran University,378500,8,1117,0.3226,0.5783,0.755451,3247,7398,0.888888889,21800,65366.76,24797
1162,Saint Martin's University,379400,8,1047,0.3372,0.4973,0.931217,1100,6005,0.783783784,20795,61347.58,21355
1163,Seattle Pacific University,378800,8,1145,0.2993,0.6419,0.816147,2692,8595,0.905660377,21500,72206.46,25995
1164,Seattle University,379000,8,1192,0.2037,0.5043,0.730208,3303,8822,0.836041359,20500,70785.55,34164
1165,Walla Walla University,379900,8,1062,0.3031,0.5838,0.564427,1580,5164,0.814516129,20288,59374.31,23198
1166,Washington State University,380000,8,1039,0.3426,0.4904,0.796418,4224,9589,0.863066202,14976.5,63710,17878
1167,University of Washington-Seattle Campus,379800,8,1223,0.2379,0.2988,0.561941,25987,11818,0.846880907,13125,69752.4,12947
1168,Western Washington University,380200,8,1114,0.2586,0.4671,0.82382,11564,8648,0.809911745,15000,66707.46,15957
1169,Whitman College,380300,8,1314,0.1008,0.4793,0.427177,1424,8832,PrivacySuppressed,15750,70542.39,36433
1170,Alderson Broaddus University,380600,5,980,0.4778,0.9152,0.536852,693,5017,0.81920904,11000,44559.33,17781
1171,Appalachian Bible College,754400,5,1012,0.4102,0.2237,0.475248,302,3071,PrivacySuppressed,8750,52011.41,14116
1172,Bethany College,380800,5,907,0.4773,0.8336,0.702055,750,5800,0.851485149,18500,53018.22,17927
1173,Bluefield State College,380900,5,934,0.5656,0.5835,0.768608,2648,6042,0.63963964,11444,36594.82,8348
1174,University of Charleston,381800,5,994,0.382,0.616,0.524371,1035,6329,0.816901409,12750,50707.64,18621
1175,Concord University,381000,5,994,0.4971,0.7508,0.84907,3048,6273,0.776357828,12169.5,41360.98,7808
1176,Davis & Elkins College,381100,5,928,0.4102,0.643,0.585287,668,5534,0.717241379,14250,46441.47,20067
1177,Fairmont State University,381200,5,962,0.5028,0.7112,0.647897,6496,6328,0.649942988,12500,42179.08,8550
1178,Glenville State College,381300,5,913,0.364,0.4046,0.724983,2126,5949,0.568807339,11000,38830.31,16061
1179,Marshall University,381500,5,1028,0.4354,0.5862,0.879047,11621,7012,0.643231114,14250,45141.01,9508
1180,Potomac State College of West Virginia University,382711,5,1073,0.5357,0.5558,0.844184,1109,5627,0.821509263,15000,57483.6,8744
1181,Shepherd University,382200,5,995,0.3329,0.5498,0.898665,4703,6651,0.709269663,13750,62744.63,10179
1182,West Virginia State University,382600,5,927,0.4434,0.5192,0.940931,4824,6056,0.53221957,11100,48790.55,7490
1183,West Liberty University,382300,5,984,0.387,0.5907,0.72104,2606,6391,0.700288184,17000,46862,12222
1184,West Virginia Wesleyan College,383000,5,1015,0.3489,0.6719,0.772166,1581,5752,0.853281853,15000,54372.93,18575
1185,West Virginia University,382700,5,1073,0.2559,0.5235,0.844184,15463,9389,0.821509263,15000,57483.6,11206
1186,Wheeling Jesuit University,383100,5,1032,0.2452,0.6639,0.607231,1264,5958,0.886792453,18440,49606.73,19113
1187,Alverno College,383200,3,910,0.5966,0.8549,0.771615,1808,5723,0.740853659,24952,58784.16,16794
1188,Cardinal Stritch University,383700,3,1028,0.4224,0.714,0.768838,3124,5524,0.742474916,24000,64348.07,18979
1189,Carroll University,383800,3,1087,0.2614,0.7167,0.939666,2681,6950,0.888734353,23250,73362.92,22946
1190,Carthage College,383900,3,1145,0.2825,0.8242,0.702427,2147,8052,0.878612717,21511.5,76392.24,35473
1191,Concordia University-Wisconsin,384200,3,1052,0.321,0.6605,0.675359,3852,8088,0.759322034,15015,64715.84,23730
1192,Edgewood College,384800,3,1050,0.3566,0.7618,0.768103,1520,5842,0.872901679,19140,68115.77,22841
1193,Lakeland University,385400,3,907,0.2862,0.5494,0.962635,3390,6522,0.777777778,16666.5,62779.58,20646
1194,Marian University,386100,3,950,0.4097,0.6941,0.839012,1653,6388,0.85801217,20000,63695.21,20239
1195,Marquette University,386300,3,1219,0.1579,0.4823,0.742068,7496,9870,0.889330307,24000,75591.25,31093
1196,Milwaukee School of Engineering,386800,3,1248,0.265,0.6583,0.649613,2279,8653,0.931888545,25687,68757.09,21771
1197,Mount Mary University,386900,3,902,0.5274,0.7307,0.526178,1089,6027,0.763688761,19500,62361.14,16104
1198,Northland College,387500,3,1118,0.3818,0.774,0.571596,773,6407,0.850649351,20000,59747.9,18746
1199,Ripon College,388400,3,1105,0.3821,0.6869,0.661153,862,6914,0.898876405,26053,66802.94,17824
1200,Saint Norbert College,389200,3,1125,0.2221,0.6463,0.776875,2032,6857,PrivacySuppressed,23250,71321.9,22907
1201,Viterbo University,391100,3,1090,0.322,0.706,0.661538,1686,6197,0.857461025,21402,56953.94,17987
1202,University of Wisconsin-Whitewater,392600,3,1050,0.2943,0.6219,0.804998,9460,7244,0.834653465,18750,67955.05,14107
1203,University of Wisconsin-Eau Claire,391700,3,1110,0.2615,0.5775,0.85205,10165,7303,0.893333333,17288,64551.11,15403
1204,University of Wisconsin-Green Bay,389900,3,1070,0.2973,0.5121,0.846982,5349,6687,0.858095238,14750,63413.11,14102
1205,University of Wisconsin-La Crosse,391900,3,1130,0.22,0.5725,0.800033,8465,6834,0.923409512,18509,64374,15292
1206,Wisconsin Lutheran College,2136600,3,1101,0.3147,0.7523,0.91831,634,6104,0.918604651,18872,69126.34,19263
1207,University of Wisconsin-Oshkosh,392000,3,1030,0.2472,0.4876,0.814932,9105,7091,0.880673842,16500.5,64650.08,14807
1208,University of Wisconsin-Parkside,501500,3,970,0.4311,0.59,0.815884,4736,6274,0.765337423,13022,64274.59,10896
1209,University of Wisconsin-Stout,391500,3,1030,0.2925,0.6254,0.930516,7240,6754,0.914819137,17993,65020.23,15648
1210,University of Wisconsin-Superior,392500,3,990,0.4181,0.6399,0.940358,2505,6271,0.740540541,15000,53835.5,12623
1211,University of Wisconsin-Madison,389500,3,1300,0.1446,0.3489,0.57607,29697,11265,0.90931125,20100,71185.17,19378
1212,University of Wisconsin-Milwaukee,389600,3,1050,0.3685,0.6211,0.857844,19246,8196,0.83908046,15849,65921.14,16746
1213,University of Wisconsin-Platteville,392100,3,1090,0.2776,0.6052,0.943076,5302,6421,0.922322159,16750,61602.16,15419
1214,University of Wisconsin-River Falls,392300,3,1050,0.3009,0.5977,0.897819,5482,7320,0.917410714,16000,69159.98,14402
1215,University of Wisconsin-Stevens Point,392400,3,1050,0.3416,0.6558,0.900708,8287,6658,0.899122807,17195.5,62211.59,13621
1216,University of Wyoming,393200,7,1122,0.2315,0.3624,0.956624,8550,9564,0.898412698,12000,56061.18,11813
1217,University of Puerto Rico-Aguadilla,1212300,9,1023,0.7872,0.109,0.788173,3218,7408,PrivacySuppressed,4500,20501.04,1924
1218,University of Puerto Rico-Carolina,3016000,9,1002,0.7195,0.0271,0.265282,4198,6080,PrivacySuppressed,PrivacySuppressed,20501.04,7087
1219,University of Puerto Rico-Cayey,720600,9,1105,0.4532,0.0111,0.816364,3972,7088,PrivacySuppressed,4200,20501.04,7105
1220,University of Puerto Rico-Rio Piedras,710800,9,1162,0.5883,0.091,0.293882,17910,6820,PrivacySuppressed,5500,20501.04,3171
1221,University of the Virgin Islands,394600,9,807,0.5464,0.3185,0.949726,1275,6334,0.669291339,7325,59543.61,12220
1222,Stanford University,130500,8,1479,0.1573,0.1211,0.050356,7886,21354,0.927561838,12000,80275.59,13857
1223,Purdue University-Main Campus,182500,3,1231,0.189,0.3316,0.589696,32669,11531,0.914023831,18750,68624.95,13516
1224,Widener University-Delaware Law School,331301,2,1032,0.2796,0.4731,0.679948,194,12969,0.842937853,21500,69397.52,23206
1225,California State University-San Marcos,3011300,8,955,0.4737,0.4019,0.540385,5005,8579,0.675531915,12500,72827.06,10547
1226,University of Washington-Bothell Campus,379802,8,1223,0.3501,0.3764,0.561941,1298,10006,0.846880907,13125,69752.4,11331
1227,University of Washington-Tacoma Campus,379801,8,1223,0.4896,0.4678,0.561941,1406,9142,0.846880907,13125,69752.4,9662
1228,Watkins College of Art Design & Film,3088800,5,1003,0.4079,0.6283,0.700855,298,5555,0.632183908,17200,61067.78,29631
1229,Arizona State University-West,108101,6,1143,0.4904,0.5876,0.764818,3785,8398,0.739734885,14500,69074.33,9812
1230,Trine University-Regional/Non-Traditional Camp...,183901,3,1089,0.3927,0.4917,0.776639,96,8147,0.810690423,16012.5,60275.33,23121
1231,Southeast Missouri Hospital College of Nursing...,3070900,4,1030,0.5665,0.721,0.591111,47,5431,0.795918367,14250,47776.36,23888
1232,Arizona State University-Polytechnic,108102,6,1143,0.3829,0.5048,0.764818,1529,8310,0.739734885,14500,69074.33,11826
1233,Florida Gulf Coast University,3255300,5,1081,0.3316,0.4508,0.60582,2977,7838,0.76702509,12000,62394.85,16108
1234,University of Connecticut-Tri-Campus,141704,1,1233,0.3826,0.4887,0.53375,1826,13790,0.910939013,18750,80999.86,8258
1235,University of Connecticut-Avery Point,141705,1,1233,0.2849,0.4894,0.53375,607,15814,0.910939013,18750,80999.86,9179
1236,University of Connecticut-Stamford,141702,1,1233,0.3455,0.3859,0.53375,997,15814,0.910939013,18750,80999.86,7358
